alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_eng	alim_ssgrp_nom_eng	alim_ssssgrp_nom_eng	alim_code	alim_nom_eng	alim_nom_sci	Energy, Regulation EU No 1169/2011 (kJ/100g)	Energy, Regulation EU No 1169/2011 (kcal/100g)	Energy, N x Jones' factor, with fibres (kJ/100g)	Energy, N x Jones' factor, with fibres (kcal/100g)	Water (g/100g)	Protein (g/100g)	Protein, crude, N x 6.25 (g/100g)	Carbohydrate (g/100g)	Fat (g/100g)	Sugars (g/100g)	fructose (g/100g)	galactose (g/100g)	glucose (g/100g)	lactose (g/100g)	maltose (g/100g)	sucrose (g/100g)	Starch (g/100g)	Fibres (g/100g)	Polyols (g/100g)	Ash (g/100g)	Alcohol (g/100g)	Organic acids (g/100g)	FA saturated (g/100g)	FA mono (g/100g)	FA poly (g/100g)	FA 4:0 (g/100g)	FA 6:0 (g/100g)	FA 8:0 (g/100g)	FA 10:0 (g/100g)	FA 12:0 (g/100g)	FA 14:0 (g/100g)	FA 16:0 (g/100g)	FA 18:0 (g/100g)	FA 18:1 n-9 cis (g/100g)	FA 18:2 9c,12c (n-6) (g/100g)	FA 18:3 c9,c12,c15 (n-3) (g/100g)	FA 20:4 5c,8c,11c,14c (n-6) (g/100g)	FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)	FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)	Cholesterol (mg/100g)	Salt (g/100g)	Calcium (mg/100g)	Chloride (mg/100g)	Copper (mg/100g)	Iron (mg/100g)	Iodine (µg/100g)	Magnesium (mg/100g)	Manganese (mg/100g)	Phosphorus (mg/100g)	Potassium (mg/100g)	Selenium (µg/100g)	Sodium (mg/100g)	Zinc (mg/100g)	Retinol (µg/100g)	Beta-carotene (µg/100g)	Vitamin D (µg/100g)	Vitamin E (mg/100g)	Vitamin K1 (µg/100g)	Vitamin K2 (µg/100g)	Vitamin C (mg/100g)	Vitamin B1 or Thiamin (mg/100g)	Vitamin B2 or Riboflavin (mg/100g)	Vitamin B3 or Niacin (mg/100g)	Vitamin B5 or Pantothenic acid (mg/100g)	Vitamin B6 (mg/100g)	Vitamin B9 or Folate (µg/100g)	Vitamin B12 (µg/100g)
04	0407	000000	meat, egg and fish	seafood, cooked	-	10033	Prawn, common, cooked	Palaemon serratus	-	-	-	-	74,6	22,8	22,8	-	1,27	-	-	-	-	-	-	-	0	0	0	1,52	0	0	0,22	0,26	0,34	-	-	-	-	0,001	0,013	0,14	0,047	0,11	0,012	0,0064	-	0,16	0,11	209	0,47	35,4	369	0,94	0,2	14,1	29,7	0,064	171	318	20,4	188	1,32	< 2	0,043	< 0,5	5,98	-	-	-	0,057	0,046	1,91	0,09	0,12	-	1,77
04	0407	000000	meat, egg and fish	seafood, cooked	-	10037	Squid, boiled/cooked in water	Loligo vulgaris	632	149	632	149	61,1	32,5	32,5	1,64	1,4	-	-	-	-	-	-	-	0	0	0	3,36	0	0	0,24	0,16	0,27	-	-	-	-	-	0,024	0,12	0,088	-	-	-	-	0,078	0,13	224	1,86	180	-	1	5,77	-	60	0,21	-	637	-	744	3,46	203	-	-	-	-	-	8,5	0,017	1,73	2,19	0,9	0,27	24	5,4
04	0407	000000	meat, egg and fish	seafood, cooked	-	10043	Crustacean or mollusk (average)		438	104	438	104	74	18,9	18,9	3,06	1,76	0,12	0,049		0,078	0,02	0,072	0,053	0,00014	0,00092	0	2,39	0	0	0,35	0,35	0,57					0,012	0,029	0,2	0,1	0,11	0,018	0,015	0,023	0,2	0,15	111	1,1	130	912	0,64	2,67	68,3	62,2	0,3	157	271	37,4	439	4	35	0,00025	0,18	1,91	0,13		3,28	0,032	0,23	1,71	0,41	0,12	22,1	9,94
04	0407	000000	meat, egg and fish	seafood, cooked	-	10044	Norway lobster, boiled/cooked in water	Nephros norvegicus (Linnaeus, 1758)	-	-	-	-	76,3	20,9	20,9	-	0,98	-	-	-	-	-	-	-	0	0	0	1,82	0	0	0,14	0,16	0,2	-	-	-	-	-	0,0056	0,088	0,027	0,064	0,0064	0,0018	-	0,075	0,074	149	0,67	84	413	0,83	1,28	394	45	0,06	208	283	55,6	270	1,7	< 2	< 0,008	< 0,5	3,01	-	-	-	0,049	0,033	2,32	0,22	0,16	-	3,35
04	0407	000000	meat, egg and fish	seafood, cooked	-	10057	Spinous spider crab, boiled	Maja squinado	-	-	-	-	75,3	18,3	18,3	-	3,8	-	-	-	-	-	-	-	0	0	0	2,44	0	0	1,14	1,15	1,2	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,16	0,66	0,2	0,44	0,03	0,01	0,14	0,52	0,35	115	0,96	230	662	0,91	2	80	64	0,07	250	260	110	385	5,9	< 21	-	< 0,25	6,42	< 0,8	-	< 0,5	< 0,015	1,25	1,43	0,79	0,12	95,1	9,13
04	0407	000000	meat, egg and fish	seafood, cooked	-	10061	Whiteleg shrimp, boiled	Penaeus vannamei 	-	-	-	-	73,9	22,6	22,6	-	0,96	-	-	-	-	-	-	-	0	0	0	2,9	0	0	0,23	0,15	0,3	-	-	-	-	-	0,0036	0,14	0,076	0,088	0,089	0,0054	-	0,086	0,077	181	1,82	109	1070	0,73	1,64	4,12	43,5	< 0,1	177	288	31,8	730	1,38	< 2	0,0086	< 0,5	2,15	-	-	-	< 0,04	0,041	3,16	0,26	0,19	-	6,62
04	0407	000000	meat, egg and fish	seafood, cooked	-	10062	Giant tiger prawn, cooked	Penaeus monodon	-	-	-	-	73,5	23,4	23,4	-	0,98	-	-	-	-	-	-	-	0	0	0	2,32	0	0	0,19	0,14	0,27	-	-	-	-	-	0,003	0,11	0,061	0,082	0,089	0,0044	-	0,05	0,084	205	1,43	44,4	870	1,21	0,34	22,1	49	< 0,1	183	291	43,8	570	2	< 2	0,015	0,36	1,92	-	-	-	0,024	0,029	3,77	0,44	0,18	-	1,85
04	0407	000000	meat, egg and fish	seafood, cooked	-	10064	Pinkspotted shrimp, cooked	Penaeus brasiliensis	-	-	-	-	71,2	26,6	26,6	-	1,18	-	-	-	-	-	-	-	0	0	0	1,33	0	0	0,25	0,22	0,28	-	-	-	-	-	0,016	0,13	0,078	0,061	0,011	0,002	-	0,1	0,068	237	0,34	81,1	159	0,29	0,84	40,9	54,3	< 0,1	203	207	52,2	138	1,99	< 2	0,013	< 0,5	1,91	-	-	-	< 0,04	0,042	2,91	0,13	0,18	-	2,46
04	0407	000000	meat, egg and fish	seafood, cooked	-	10079	Octopus, common, cooked	Octopus vulgaris	659	156	659	156	60,5	29,8	29,8	4,4	2,08	0	-	-	-	-	-	-	0	0	0	3,2	0	0	0,45	0,32	0,48	0	0	0	0	0	0,05	0,3	0,1	-	-	-	-	0,15	0,16	96	1,15	106	-	0,74	9,54	-	60	0,047	279	630	-	460	3,36	90	0	0	1,2	0,1	-	8	0,057	0,076	3,78	0,9	0,65	24	36
04	0407	000000	meat, egg and fish	seafood, cooked	-	10080	Seafood, cooked, frozen	(Genus and species unknown)	336	79,5	336	79,5	-	13,5	13,5	2,83	1,57	0	< 0,3	-	< 0,3	-	< 0,3	< 0,3	0	0	0	1,31	0	0	0,45	0,3	0,64	-	-	-	-	-	-	-	-	-	0,01	0,01	-	-	-	-	0,99	70	-	-	8,48	-	-	-	-	-	-	402	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0407	000000	meat, egg and fish	seafood, cooked	-	10084	Squid, fried or pan-fried with fat	Loligo vulgaris	725	173	725	173	64,5	17,9	17,9	8,45	7,48	-	-	-	-	-	-	-	0	0	0	1,59	0	0	1,88	2,75	2,14	-	-	-	-	-	0,064	1,13	0,69	-	-	-	-	0,16	0,38	260	0,77	39	-	2,11	1,01	-	38	0,07	251	279	-	306	1,74	11	-	-	-	-	-	4,2	0,056	0,46	2,6	0,51	0,058	5	1,23
04	0407	000000	meat, egg and fish	seafood, cooked	-	10099	Snail, without added fat, cooked	Helix spp.	338	80	338	80	78,8	16,6	16,6	0,23	1,4	< 0,3	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,3	0	0	0	1,84	0	0	0,31	0,24	0,75	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,0075	0,11	0,14	0,23	0,24	0,04	0,16	0,035	< 0,01	-	0,27	-	-	-	-	-	-	-	-	-	-	109	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0407	000000	meat, egg and fish	seafood, cooked	-	34501	Frog, leg, grilled/pan-fried	(Genus and species unknown)	-	-	-	-	76,7	21,9	21,9	-	0,9	-	-	-	-	-	-	-	0	0	0	0,51	0	0	0,3	0,2	0,22	< 0,00036	< 0,00036	< 0,00036	< 0,00036	0,0043	0,017	0,2	0,068	0,14	0,078	0,019	0,054	0,013	0,023	49,7	0,22	39	86,6	0,03	0,52	< 20	22	0,06	92	110	< 50	87,8	0,56	< 21	-	1,12	-	< 0,8	-	-	0,035	0,07	1,47	0,23	0,15	< 5	2,29
04	0408	000000	meat, egg and fish	seafood, raw	-	10001	Squid, raw	Loligo vulgaris	326	77	326	77	80,9	14,4	14,4	2,17	1,19	0	0	-	0	0	0	0	0	0	0	1,35	0	0	0,28	0,11	0,39	0	0	0	0	0	0,022	0,21	0,044	0,034	0,0024	-	-	0,12	0,27	247	0,61	17,5	-	0,15	0,2	12,8	44,2	< 0,1	166	227	23,8	243	1,13	2	0	0,36	1,39	0	-	4,7	< 0,04	0,032	1,57	0,24	0,096	11	3,15
04	0408	000000	meat, egg and fish	seafood, raw	-	10003	Scallop, with coral, raw	(Genus and species unknown)	351	83	351	83	79,3	17	17	0,78	1,31	0,5	< 0,15	0	0,23	0	0,28	< 0,15	0	0	0	1,62	0	0	0,19	0,096	0,38	0	0	0	0	0,001	0,02	0,12	0,04	0,011	0,0076	0,0086	-	0,12	0,14	42,2	0,48	220	-	< 0,09	1,16	42,6	51,4	2,4	225	388	21,4	191	2,91	2	0	< 0,5	0	0	-	0	< 0,04	0,14	1,9	0,4	0,1	17	4,99
04	0408	000000	meat, egg and fish	seafood, raw	-	10008	Snail, raw	Helix spp.	330	77,9	330	77,9	79,1	16,1	16,1	1,29	0,92	0	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	0	0	0	2,59	0	0	0,19	0,13	0,26	0	0	0	0	0	0,021	0,11	0,062	0,11	0,12	0,016	-	0,12	0	57,5	0,35	90	-	2,8	2,6	6	48,3	1,2	157	35	-	138	1,17	30	0	< 0,5	5	0,1	-	15	0,02	0,12	1,7	-	0,028	8,5	0,92
04	0408	000000	meat, egg and fish	seafood, raw	-	10010	Lobster, raw	Homarus gammarus or Homarus americanus	362	85,5	362	85,5	77,9	17,9	17,9	0,94	1,15	0	0	0	0	0	0	0	0	0	0	2,14	0	0	0,13	0,24	0,34	0	0	0	0	0,0016	0,0098	0,086	0,037	0,18	0,036	0,049	0,0046	0,16	0,085	117	0,9	68,8	-	1,3	0,45	240	34,2	0,19	150	204	< 2,2	361	2,96	11	0	0	1,19	0	-	2,5	0,038	0,038	1,7	1,47	0,12	12	3,78
04	0408	000000	meat, egg and fish	seafood, raw	-	10011	Oyster, raw	Crassostrea spp.	283	67,2	283	67,2	83,3	8,64	8,64	3,86	1,91	traces	0	-	0	0	0	0	traces	0	0	2,3	0	0	0,34	0,23	0,35	-	-	-	-	-	0,044	0,21	0,052	0,039	0,015	0,012	0,017	0,15	0,071	20,3	1,45	92,7	820	1,29	2,18	101	90,2	0,55	94,6	175	23,5	578	22,5	14,2	-	< 0,5	1,21	0	-	5,13	0,037	0,15	1,95	0,65	0,095	12,5	28,6
04	0408	000000	meat, egg and fish	seafood, raw	-	10014	Mussel, common, raw	Mytilus edulis	303	71,8	303	71,8	82,7	11,2	11,2	2,69	1,82	0	0	-	0	0	0	0	0	0	0	1,63	0	0	0,45	0,4	0,49	0	0	0	0	0	0,065	0,26	0,081	0,11	0,037	0,029	0,061	0,15	0,15	65,2	0,85	51,5	462	0,18	6,78	138	31	1	213	276	48,3	339	2,36	60	0	0	1,6	0,1	-	6,4	0,11	0,23	1,6	0,44	0,077	39,5	12,3
04	0408	000000	meat, egg and fish	seafood, raw	-	10015	Spiny lobster, raw	Panulirus spp.	368	86,9	368	86,9	78,6	17,7	17,7	1,07	1,34	0	-	-	-	-	-	-	0	0	0	1,35	0	0	0,25	0,31	0,67	0	0	0	0	0	0,008	0,1	0,07	0,08	-	-	-	0,22	0,094	125	0,45	60,6	-	0,38	1,12	65	30,3	0,015	241	340	-	180	5,69	15	0	-	1,47	-	-	2	0,044	0,097	3,06	0,35	0,17	1	3,5
04	0408	000000	meat, egg and fish	seafood, raw	-	10016	Cuttlefish, raw	Sepia officinalis, Sepia spp.	323	76,3	323	76,3	80,6	16,2	16,2	0,51	1,05	0	0	-	0	0	0	0	0	0	0	1,59	0	0	0,35	0,11	0,37	-	-	-	-	0	0,029	0,18	0,086	0,046	0,014	0,015	0,059	0,069	0,22	111	0,93	37,1	0	0,76	2,74	21	31	0,082	236	351	65	372	1,81	25	0	0	2,4	-	-	5,3	0,057	0,37	2,1	0,5	0,33	14	2,5
04	0408	000000	meat, egg and fish	seafood, raw	-	10017	Clam, raw	Ruditapes decussatus or Mercenaria spp. or Venus verrucosa	339	80,5	339	80,5	81,1	11,5	11,5	2,66	2,65	0,16	0	0	0,16	0	0	0	0	0	0	2,1	0	0	0,21	0,17	0,46	0	0	0	0	0,004	0,008	0,11	0,05	0,054	0,027	0,015	-	0,043	0,064	40	0,82	46	-	0,053	7,81	80	19	0,085	168	180	-	329	0,96	53	0	0	0,68	0,2	-	13	0,048	0,13	1,08	0,15	0,035	10,5	11,3
04	0408	000000	meat, egg and fish	seafood, raw	-	10018	Octopus, common, raw	Octopus vulgaris	255	60,1	255	60,1	85,4	12,9	12,9	0,97	0,5	0	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	< 0,2	0	0	1,2	0	0	0,16	0,058	0,13	0	0	0	0	0	0,004	0,1	0,044	0,019	0,0012	0,0006	-	0,04	0,081	101	0,68	50,1	0	0,61	2,32	20,3	33	0,11	166	265	38	271	2,36	20	0	0,5	1,65	0,1	-	5	0,048	0,059	3,2	0,5	0,36	14	15
04	0408	000000	meat, egg and fish	seafood, raw	-	10019	Whelk, raw	Buccinum undatum	555	131	555	131	66	23,8	23,8	7,61	0,57	0	-	-	-	-	-	-	0	0	0	2	0	0	0,031	0,029	0,022	0	0	0	0	0	0,002	0,02	0,0089	-	-	-	-	0,004	0,006	65	0,52	57	-	1,03	5,02	-	86	0,45	141	347	-	206	1,62	26	0	0	0,13	0,1	-	4	0,028	0,11	1,08	0,21	0,34	6	9,07
04	0408	000000	meat, egg and fish	seafood, raw	-	10021	Shrimp or prawn, raw	(Genus and species unknown)	420	99	420	99	74,3	19,7	19,7	3,21	0,84	0	-	-	-	-	-	-	0	0	0	1,99	0	0	0,19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	150	0,45	84,8	-	0,72	3,21	120	49,8	0,17	195	278	34	182	2,81	-	-	< 0,2	1,7	-	-	0	0,035	0,03	3,2	0,37	0,15	19	1
04	0408	000000	meat, egg and fish	seafood, raw	-	10024	Norway lobster, raw	Nephros norvegicus (Linnaeus, 1758)	381	89,8	381	89,8	76,5	19,1	19,1	1,53	0,79	0	-	-	-	-	-	-	0	0	0	2,03	0	0	0,21	0,17	0,25	-	-	-	-	0	0,015	0,11	0,05	0,17	0,022	0,029	0,0027	0,14	0,064	79,4	0,72	41,5	-	0,55	2,92	141	43,3	0,07	144	505	55	287	3,4	0	-	0	1,5	0	-	3	0,13	0,01	2	1,5	0,21	17	0,9
04	0408	000000	meat, egg and fish	seafood, raw	-	10026	Mediterranean mussel, raw	Mytilus galloprovincialis	290	68,7	290	68,7	83,7	10,7	10,7	2,77	1,67	-	-	-	-	-	-	-	0	0	0	1,23	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88	-	1,1	10,9	-	44	0,8	-	382	-	-	4,6	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0408	000000	meat, egg and fish	seafood, raw	-	10030	Crayfish, raw	(Genus and species unknown)	290	68,3	290	68,3	82,6	14,8	14,8	0,81	0,64	0	0	-	0	0	0	0	0	0	0	1,13	0	0	0,11	0,16	0,25	-	-	-	-	0	0,0075	0,085	0,022	-	0,007	0,015	-	0,12	0,027	131	0,39	53,5	280	0,37	1,71	68	25,5	0,15	245	300	70	157	1,18	11	0	0,25	1,5	0	-	1,7	0,056	0,056	2,1	0,57	0,48	26	2,2
04	0408	000000	meat, egg and fish	seafood, raw	-	10035	Pacific oyster, raw	Crassostrea gigas	283	67,2	283	67,2	83,3	8,64	8,64	3,86	1,91	0	0	-	0	0	0	0	0	0	0	2,3	0	0	0,34	0,23	0,35	0	0	0	0	0,00042	0,044	0,21	0,052	0,039	0,015	0,012	-	0,15	0,071	20,3	1,41	81	-	1,45	2,07	101	78,1	0,58	94,6	215	14,9	566	21,8	14,2	0	< 0,5	1,21	-	-	6,5	0,037	0,15	1,95	0,65	0,095	6,5	28,6
04	0408	000000	meat, egg and fish	seafood, raw	-	10036	European oyster, raw	Ostrea edulis	226	53,5	226	53,5	85,7	10,2	10,2	1,16	0,9	0	-	-	-	-	-	-	0	0	0	2,04	0	0	0,17	0,21	0,19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98	1,28	186	-	-	6	-	-	-	267	260	-	510	45	75	0	0,54	0,46	-	-	0	0,1	0,2	1,5	-	0,16	10	-
04	0408	000000	meat, egg and fish	seafood, raw	-	10038	Shrimp, frozen, raw	(Genus and species unknown)	446	105	446	105	-	23,4	23,4	0,74	0,9	-	< 0,3	-	0,41	-	< 0,3	< 0,3	0	< 0,5	0	1,84	0	0	0,17	0,18	0,31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	160	0,6	-	-	-	-	-	-	-	-	-	-	240	0,9	2	0	-	2,85	-	-	0	-	0,02	-	-	0,07	13	-
04	0408	000000	meat, egg and fish	seafood, raw	-	10039	Crab, raw	(Genus and species unknown)	438	104	438	104	75,7	19,5	19,5	0,027	2,86	0	-	-	-	-	-	-	0	0	0	1,9	0	0	0,47	0,88	1,41	-	-	-	-	0	0,048	0,36	0,055	0,71	0,047	0,041	0,009	0,32	0,15	78	0,69	84	-	0,44	1,67	60	42,5	-	208	268	82	275	7,7	2	0	0	2,4	0	-	2,5	0,097	0,17	2,4	0,71	0,21	25,9	9,55
04	0408	000000	meat, egg and fish	seafood, raw	-	10041	Abalone or ormer or sea ear, raw	Strombus gigas	422	99,6	422	99,6	74,6	14,4	14,4	8,69	0,83	0	-	-	-	-	-	-	0	0	0	1,57	0	0	0,15	0,11	0,1	0	0	0	0	0	0,023	0,1	0,021	-	-	-	-	0,049	0	85	0,47	31	-	0,2	5,9	-	48	0,04	154	215	-	189	0,82	2	0	0	4	-	-	2	0,15	0,19	1,5	3	0,15	5	0,73
04	0408	000000	meat, egg and fish	seafood, raw	-	10045	Scallop, without coral, raw	(Genus and species unknown)	354	83,6	354	83,6	78,7	17,9	17,9	1,15	0,84	0	< 0,3	-	< 0,3	-	< 0,3	< 0,3	0	0	0	1,49	0	0	0,094	0,032	0,17	-	-	-	-	-	0,0062	0,057	0,025	0,003	0,0018	0,0014	-	0,05	0,081	38	0,34	11,9	-	< 0,1	0,58	28	44	1,15	224	392	7,7	137	1,56	< 2	-	< 0,5	1,04	-	-	-	< 0,04	0,046	1,97	0,092	0,13	-	2
04	0408	000000	meat, egg and fish	seafood, raw	-	10048	American or Canadian sea scallop, without coral, raw	Placopecten magellanicus	345	81,3	345	81,3	78,7	17,3	17,3	1,78	0,54	-	-	-	-	-	-	-	0	0	0	1,67	0	0	-	-	0,34	-	-	-	-	-	0,015	0,13	0,035	-	0,0032	0,0014	0,0093	0,14	0,18	-	-	22	-	-	-	-	-	-	234	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0408	000000	meat, egg and fish	seafood, raw	-	10049	Peru sea scallop, without coral, raw	Argopecten purpuratus	376	88,7	376	88,7	-	17,5	17,5	3,1	0,7	0	-	-	-	-	-	-	0	0	0	0,38	0	0	0,3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,38	-	-	-	-	-	-	-	-	-	-	150	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0408	000000	meat, egg and fish	seafood, raw	-	10059	deep water pink shrimp, raw	Parapeneus longirostris	392	92,3	392	92,3	76,3	21,9	21,9	0	0,53	-	-	-	-	-	-	-	0	0	0	1,62	0	0	0,11	0,096	0,13	0	0	0	0	0	0,0058	0,076	0,024	0,036	0,012	0,0024	0,023	0,029	0,063	112	0,3	64	-	0,39	0,52	-	35	0,033	214	264	-	119	1,34	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0408	000000	meat, egg and fish	seafood, raw	-	34500	Frog, leg, raw	(Genus and species unknown)	297	70	297	70	82	16,2	16,2	0,66	0,28	0	< 0,3	-	< 0,3	-	< 0,3	< 0,3	0	0	0	0,89	0	0	0,073	0,053	0,1	0	0	0	0	0	0,00096	0,052	0,02	-	-	-	-	0,014	0,02	50	0,14	18,5	-	0,25	2,58	6	21,5	-	241	302	-	54,5	1,5	15	0	0,35	1	0,1	-	5	0,15	0,19	1,2	-	0,84	12,5	0,4
04	0409	000000	meat, egg and fish	fish products	-	8059	Rillettes, crab, prepacked	(Genus and species unknown)	798	192	798	192	-	12,2	12,2	3,5	13,6	1,6	< 0,3	-	0,9	-	< 0,3	< 0,3	-	3,5	0	2,17	0	traces	1,1	7,8	3,58	-	-	-	-	-	-	-	-	-	2,28	1,18	-	-	-	-	1,11	-	-	-	-	-	-	-	-	-	-	440	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0409	000000	meat, egg and fish	fish products	-	8080	Rillette, fish, prepacked	(Genus and species unknown)	1010	243	1010	243	59,9	13,9	13,9	0,3	20,7	0,3	< 0,2	-	< 0,2	0,3	< 0,2	< 0,2	-	0	0	1,66	0	0	4,24	9,31	5,98	0,11	0,07	0,05	0,09	0,1	0,65	2,21	0,69	7,37	3,72	0,93	0,03	0,38	0,7	42,7	0,96	26	626	0,04	0,55	< 20	22	0,02	130	200	30	385	0,39	41,8	-	2,58	4,05	10,1	-	< 0,5	0,083	0,062	5,42	0,4	0,14	11,7	3,57
04	0409	000000	meat, egg and fish	fish products	-	8081	Rillettes, salmon, prepacked	(Genus and species unknown)	985	237	985	237	62,8	15,1	15,1	2	18,4	0,9	< 0,3	-	0,35	-	< 0,25	< 0,25	0	1,6	0	1,81	0	traces	2,4	8,9	5,84	0,018	0,017	< 0,0086	0,02	0,043	0,28	1,63	0,4	8,61	2,48	0,98	0,041	0,78	0,91	29,9	1,3	14	737	< 0,1	0,4	10	21	< 0,1	130	222	20	510	0,4	6	-	2,5	4,65	-	-	-	0,056	0,11	4,25	0,42	0,24	19	2,15
04	0409	000000	meat, egg and fish	fish products	-	8082	Rillettes, tuna, prepacked	(Genus and species unknown)	826	199	826	199	63,5	16,4	16,4	1,65	13,8	1,2	< 0,3	-	0,45	-	< 0,25	0,28	0	1,4	0	1,71	0	traces	1,1	6,7	5,35	< 0,0081	< 0,0081	< 0,0081	< 0,0081	< 0,0081	0,037	0,75	0,31	6,7	4,02	0,68	0,052	0,14	0,46	44,9	1,24	18,4	707	< 0,1	0,7	6	25,5	< 0,1	121	202	8	490	0,5	5	-	1,2	7,09	-	-	-	0,22	0,07	9,1	< 0,16	0,36	27	2,6
04	0409	000000	meat, egg and fish	fish products	-	8083	Rillettes, mackerel, prepacked	(Genus and species unknown)	1020	246	1020	246	-	11	11	1	22	0	-	-	-	-	-	-	-	0	0	-	0	traces	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0409	000000	meat, egg and fish	fish products	-	8291	Fish terrine, prepacked	(Genus and species unknown)	714	171	714	171	66,5	11	11	5,5	11,4	0,2	0,067	-	0,067	< 0,1	< 0,1	< 0,1	4	1,4	0	2,01	0	traces	4	4,07	2,83	0,034	0,026	0,022	0,034	0,047	0,25	1,12	0,33	4,07	1,46	0,64	0,016	0,44	0,27	37,3	1,25	30,5	877	< 0,1	0,4	25	19	< 0,1	66	210	13	500	0,4	15	-	1,2	4	-	-	< 0,5	0,045	0,11	1,6	0,32	0,12	23	1,05
04	0409	000000	meat, egg and fish	fish products	-	8292	Seafood terrine, with or without fish, prepacked	(Genus and species unknown)	782	188	782	188	68,4	8,4	8,4	6,5	14	1,2	< 0,1	-	< 0,1	-	< 0,1	< 0,1	-	1,3	0	2,32	0	traces	3,4	6,39	2,59	-	-	-	0,093	-	-	-	-	-	-	-	-	0,49	0,3	37,3	1,48	183	-	0,05	2,3	310	22,7	0,05	66	157	13	590	1,2	15	-	1,2	4	-	-	0	0,045	0,11	1,6	0,32	0,12	23	1,05
04	0409	000000	meat, egg and fish	fish products	-	8293	Taramasalata, prepacked	(Genus and species unknown)	2200	534	2200	534	30	6,75	6,75	3,19	54,8	0,75	< 0,3	-	0,29	-	0,19	0,24	2,44	0,74	0	1,86	0	traces	4,61	32,1	16,2	< 0,025	< 0,025	< 0,025	< 0,025	< 0,025	0,16	2,85	0,17	31,9	9,98	4,32	< 0,025	0,41	0,32	65,2	1,69	8,5	935	< 0,1	0,4	10	6,6	< 0,1	79	80,9	< 5	676	0,7	5	53	0,96	9	-	-	< 0,5	0,1	0,095	0,57	0,64	0,084	< 16	2,7
04	0409	000000	meat, egg and fish	fish products	-	10002	Squid fritter, Roman-style	Loligo vulgaris	1050	252	1050	252	51,5	8,69	8,69	21,2	14,4	2,58	< 0,3	-	< 0,3	-	0,87	0,21	18,6	1,66	0	2,6	0	0	1,77	3,45	4,66	-	-	-	-	0,011	0,022	0,92	0,47	3,45	4,04	0,036	-	0,055	0,088	90	2,13	32,1	845	< 0,1	< 1	18,8	20,4	0,11	236	88,8	< 3	852	< 1	< 2	< 50	< 0,2	1,8	-	-	0	< 0,05	1,1	0,56	0,3	< 0,05	11,5	1,2
04	0409	000000	meat, egg and fish	fish products	-	10005	Flaked crab and/or decorticated crab leg, canned, drained	Cancer pagurus	468	111	468	111	72,4	14,8	14,8	8,72	1,8	0,6	< 0,3	-	< 0,3	0	< 0,3	0,6	-	< 0,33	0	2,09	0	0	0,23	0,27	0,48	-	-	-	-	0	0,013	0,12	0,063	0,15	0,04	0,031	0,0077	0,27	0,13	78	1,59	120	830	0,44	3,5	60	32	0	220	110	31	638	11,9	0	-	0	2,4	0	-	0	0,05	0,4	1,7	0,71	0,3	20	13,5
04	0409	000000	meat, egg and fish	fish products	-	10012	Scampi, breaded, fried	Nephros norvegicus (Linnaeus, 1758)	1180	282	1180	282	44,6	10,9	10,9	29	13,6	traces	0	-	0	0	0	0	29	traces	0	2,12	0	0	1,5	4,1	7,3	-	-	-	-	-	-	-	-	-	-	-	-	0,24	0,06	110	1,65	-	610	0,16	1,7	41	24	0,35	310	130	17	660	0,6	0	0	0	0	-	-	0	0,11	0,04	1,2	0,26	0,09	0	1
04	0409	000000	meat, egg and fish	fish products	-	10023	Shrimp fritters	(Genus and species unknown)	930	222	930	222	54,2	6,5	6,5	26	10	11	2,15	-	2,35	< 0,1	0,2	0,55	-	1	0	2,38	0	0	0,5	7,09	0,79	-	-	-	-	-	-	-	-	-	-	-	-	0,06	0,051	-	1,9	77	1000	-	1	22	18,1	-	-	102	41,7	770	0,5	traces	-	-	-	-	-	-	-	-	-	-	-	-	-
