Käitleja identifikaator	Tegevuskoha identifikaator	Tunnusnumber	Tunnustatud	Käitleja registri- või isikukood	Käitleja aadress	Käitleja nimi	Tegevuskoha nimi	Põhikäitlemisvaldkond	Tegevuskoha maakond	Tegevuskoha aadress	lat	lng
76073	76074	10133	true	10626350	Jõgeva maakond, Mustvee vald, Tiheda küla, Kastani tn 9	OÜ PEIPSI KALATÖÖSTUS	Kuldkala 3 kauplus	Jaemüük	Jõgevamaa	Uus-Narva mnt 5, Mustvee linn, Mustvee vald, Jõgevamaa, 49603	58.8506703	26.9127586
63322	63323	10134	true	10006995	Jõgeva maakond, Mustvee vald, Mustvee linn, Kivi tn 38	OSAÜHING "PAJULA"	Ankur	Toitlustamine	Jõgevamaa	Tartu 7, Mustvee linn, Mustvee vald, Jõgevamaa, 49604	58.8481905	26.9417631
49426	49427	10141	true	70002443	Jõgeva maakond, Jõgeva vald, Luua küla	LUUA METSANDUSKOOL	Luua	Toitlustamine	Jõgevamaa	Metsakooli, Luua küla, Jõgeva vald, Jõgevamaa, 49203	58.6546293	26.6033327
64853	64854	10143	true	10355141	Tartu maakond, Peipsiääre vald, Kadrina küla, Pootsmani	OSAÜHING POOTSMAN PT	Lühikeste Meeste Kõrts	Toitlustamine	Tartumaa	Kadrina küla, Peipsiääre vald, Tartu maakond, 49405	58.6995696	27.0734171
68551	68552	10145	true	11901143	Tartu maakond, Tartu vald, Kaiavere küla, Vudila	VUDILA MÄNGUMAA OÜ	Vuti Bistroo	Toitlustamine	Tartumaa	Kaiavere küla, Tartu vald, Tartumaa, 49105	58.5899388	26.6817087
74827	74829	10146	true	11948216	Jõgeva maakond, Jõgeva vald, Vaiatu küla, Kadri	VAH OÜ	Vaiatu kauplus	Jaemüük	Jõgevamaa	Kadri, Vaiatu küla, Jõgeva vald, Jõgevamaa, 48522	58.8231026	26.6609247
67035	67036	10148	true	11233078	Tartu maakond, Tartu linn, Tartu linn, Tamme pst 7-1	OÜ VALERII	Voore Külalistemaja kohvik	Toitlustamine	Jõgevamaa	Koolimäe, Voore küla, Mustvee vald, Jõgevamaa, 49324	58.7226815	26.75568
67223	67224	10151	true	11318455	Jõgeva maakond, Põltsamaa vald, Laasme küla, Kursi jahiloss	KURSI JAHILOSS OSAÜHING	Kursi Jahilossi köök	Toitlustamine	Jõgevamaa	Kursi jahiloss, Laasme küla, Põltsamaa vald, Jõgevamaa, 49008	58.5978758	26.326074
117189	49864	10157	true	77000364	Jõgeva maakond, Mustvee vald, Mustvee linn, Tartu tn 28	MUSTVEE VALLAVALITSUS	Voore Põhikooli Kääpa rühm	Toitlustamine	Jõgevamaa	Siili, Kääpa küla, Mustvee vald, Jõgevamaa, 49323	58.700745	26.845863
117180	50739	10161	true	77000401	Jõgeva maakond, Jõgeva vald, Jõgeva linn, Suur tn 5	JÕGEVA VALLAVALITSUS	Sadala Kool söökla	Toitlustamine	Jõgevamaa	Kooli 8, Sadala alevik, Jõgeva vald, Jõgevamaa, 48501	58.8624104	26.5999774
75458	75459	10163	true	11669657	Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Tuleviku tn 7	ENDEL KASVO	Kauplus Kalaäri	Jaemüük	Jõgevamaa	Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Lossi 9a, 48104	58.6526314	25.9737782
68491	68492	10168	true	11875828	Tartu maakond, Tartu linn, Tartu linn, Jakobi tn 19-9	HUNTFOOD OÜ	Saksa Pubi	Toitlustamine	Jõgevamaa	Aia 3a, Jõgeva linn, Jõgeva vald, Jõgevamaa, 48306	58.7463203	26.3934895
63277	63278	10171	true	12161139	Järva maakond, Järva vald, Imavere küla, Kiigevere tee 8-8	BLESSER OÜ	Kaie juures	Toitlustamine	Jõgevamaa	Jõgeva mnt 1b, Põltsamaa linn, Põltsamaa vald, Jõgevamaa, 48105	58.6553471	25.9823621
68491	77763	10182	true	11875828	Tartu maakond, Tartu linn, Tartu linn, Jakobi tn 19-9	HUNTFOOD OÜ	Linna kohvik	Toitlustamine	Jõgevamaa	Piiri 4, Jõgeva linn, Jõgeva vald, Jõgevamaa, 48307	58.7471099	26.3839403
71582	77762	10183	true	10072791	Harju maakond, Jõelähtme vald, Kostivere alevik, Mõisa tee 3	RRLEKTUS AKTSIASELTS	Mustvee Pood	Jaemüük	Jõgevamaa	Tartu 7, Mustvee linn, Mustvee vald, Jõgeva maakond, 49604	58.8481905	26.9417631
77758	77761	10184	true	90007626	Jõgeva maakond, Jõgeva vald, Kuremaa alevik, Lossi tn 1	SIHTASUTUS KUREMAA TURISMI- JA ARENDUSKESKUS	Kuremaa Lossi kohvik	Toitlustamine	Jõgevamaa	Lossi tn, Kuremaa alevik, Jõgeva vald, Jõgevamaa, 48445	58.7381254	26.5327441
70759	70760	1019	true	10189553	Harju maakond, Tallinn, Kesklinna linnaosa, Rävala pst 3	HHLA TK ESTONIA AS	HHLA TK Estonia AS	Hulgimüük	Harjumaa	Koorma 15, Muuga küla, Viimsi vald, Harjumaa, 74004	59.4910001	24.9610657
63814	63832	10191	true	10097762	Järva maakond, Paide linn, Paide linn, Tööstuse tn 11	JÄRVA TARBIJATE ÜHISTU	Aravete kpl. A ja O	Jaemüük	Järvamaa	Piibe mnt 20, Aravete alevik, Järva vald, Järvamaa, 73501	59.1424701	25.7512874
65041	65042	10192	true	10405330	Järva maakond, Türi vald, Türi linn, Paide tn 10	OSAÜHING KADRI TARE	"Tõru" külalistemaja köök	Toitlustamine	Järvamaa	Pikk 42, Paide linn, Paide linn, Järvamaa, 72720	58.8821846	25.5730773
76067	76071	10193	true	10337574	Lääne-Viru maakond, Tapa vald, Tapa linn, 1. Mai pst 11	OSAÜHING PEETMARK LH TAPA LIHATÖÖSTUS	Paide lihakauplus	Jaemüük	Järvamaa	Keskväljak 15a, Paide, Järvamaa, 72711	58.8869681	25.5689816
50173	50174	10194	true	75013486	Järva maakond, Türi vald, Väätsa alevik, Kooli tn 1	VÄÄTSA PÕHIKOOL	Kooli söökla	Toitlustamine	Järvamaa	Kooli 1, Väätsa alevik, Türi vald, Järvamaa, 72801	58.8882826	25.4517563
74047	74053	102	true	11411278	Harju maakond, Tallinn, Kesklinna linnaosa, Lelle tn 22	TERE AKTSIASELTS	Tere AS Põlva tootmisosakond	Piima käitlemine	Põlvamaa	Jaama 20 ja Vabriku 7 , Põlvamaa, 63308	58.0677353	27.0817991
67381	67382	10202	true	11386729	Pärnu maakond, Lääneranna vald, Rooglaiu küla, Mäe	TEINE TEE OÜ	Algallika külalistemaja	Toitlustamine	Pärnumaa	Mäe, Rannaküla küla, Lääneranna vald, Pärnumaa, 90115	58.731	23.931
68438	68444	10205	true	11823928	Lääne maakond, Haapsalu linn, Haapsalu linn, Tüve tn 14	VIKI LIIK	Palivere kalakiosk	Jaemüük	Läänemaa	Palivere alevik, Lääne-Nigula vald, Läänemaa, 90802	58.9668969	23.893784
68438	68443	10206	true	11823928	Lääne maakond, Haapsalu linn, Haapsalu linn, Tüve tn 14	VIKI LIIK	Taebla kalakiosk	Jaemüük	Läänemaa	Pargi tn, Taebla alevik, Lääne-Nigula vald, Läänemaa, 90801	58.9564428	23.7448028
68146	68147	10212	true	11686331	Lääne maakond, Haapsalu linn, Haapsalu linn, Niine tn 16-46	OSAÜHING ALIIDE PAGARIKODA	Aliide Pagarikoda	Jaemüük	Läänemaa	Lossi 1, Uuemõisa alevik, Haapsalu linn, Lääne maakond, 90401	58.9418011	23.5815205
68438	68441	10215	true	11823928	Lääne maakond, Haapsalu linn, Haapsalu linn, Tüve tn 14	VIKI LIIK	Linnamäe kalakiosk	Jaemüük	Läänemaa	Valmari, Linnamäe küla, Lääne-Nigula vald, Läänemaa, 91001	58.996396	23.7032175
66700	66702	10218	true	11076302	Tartu maakond, Tartu linn, Tartu linn, Lai tn 6	SEVENOIL EST OÜ	Haapsalu Premium 7	Jaemüük	Läänemaa	Kiltsi tee 3, Haapsalu linn, Haapsalu linn, Läänemaa, 90403	58.933917	23.528897
75144	75174	10223	true	10379733	Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 238	SELVER AS	Rannarootsi Selver	Jaemüük	Läänemaa	Rannarootsi tee 1, Uuemõisa küla, Haapsalu linn, Läänemaa, 90404	58.936244	23.5718365
65801	65802	10224	true	10714858	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kotzebue tn 1	OSAÜHING PIZZA GRANDE	Pizza Grande (2)	Toitlustamine	Läänemaa	Rannarootsi tee 1, Uuemõisa küla, Haapsalu linn, Läänemaa, 90404	58.936244	23.5718365
73080	73155	10228	true	10406134	Harju maakond, Saku vald, Tänassilma küla, Põikmäe tn 2	AS R-KIOSK ESTONIA	R-Kiosk Estonia AS	Jaemüük	Läänemaa	Tallinna mnt 1, Haapsalu linn, Haapsalu linn, Läänemaa, 90507	58.9403374	23.542332
68622	68623	10234	true	11927125	Lääne maakond, Haapsalu linn, Haapsalu linn, Tallinna mnt 1	CITY FOOD OÜ	City Cafe	Toitlustamine	Läänemaa	Tallinna mnt 1, Haapsalu linn, Haapsalu linn, Läänemaa, 90507	58.9403374	23.542332
50144	50678	10235	true	75012802	Lääne maakond, Haapsalu linn, Haapsalu linn, Posti tn 34	HAAPSALU LINNAVALITSUS	Uuemõisa Lasteaed- Algkool	Toitlustamine	Läänemaa	Lossi 4, Uuemõisa alevik, Haapsalu linn, Läänemaa, 90401	58.9435512	23.579227
77114	77115	10242	true	10424534	Lääne maakond, Haapsalu linn, Haapsalu linn, Karja tn 8	OSAÜHING AVELIN LM	Rohuküla sadama kohvik	Toitlustamine	Läänemaa	Rohuküla sadam 1, Rohuküla, Haapsalu linn, Läänemaa, 90441	58.9066696	23.4246178
68438	68440	10250	true	11823928	Lääne maakond, Haapsalu linn, Haapsalu linn, Tüve tn 14	VIKI LIIK	Uuemõisa kalakiosk	Jaemüük	Läänemaa	Tallinna mnt 84, Uuemõisa alevik, Haapsalu linn, Läänemaa, 90401	58.940337	23.5823322
69172	69173	10253	true	12123831	Lääne maakond, Haapsalu linn, Haapsalu linn, Posti tn 1	HARRIIN OÜ	Restoran Soffa	Toitlustamine	Läänemaa	Posti 1, Haapsalu linn, Haapsalu linn, Läänemaa, 90502	58.9453075	23.5381828
71759	71777	10254	true	10263574	Harju maakond, Rae vald, Pildiküla, Põrguvälja tee 3	RIMI EESTI FOOD AS	RIMI Haapsalu Supermarket	Jaemüük	Läänemaa	Jaama 32, Haapsalu linn, Haapsalu linn, Läänemaa, 90507	58.9390157	23.5404264
67886	67887	10255	true	11591375	Harju maakond, Saue vald, Saue linn, Uusaru tn 3	HAAPSBURKS OÜ	Hesburger	Toitlustamine	Läänemaa	Jaama 32, Haapsalu linn, Haapsalu linn, Läänemaa, 90507	58.9390157	23.5404264
68438	68439	10256	true	11823928	Lääne maakond, Haapsalu linn, Haapsalu linn, Tüve tn 14	VIKI LIIK	Risti kalakiosk	Jaemüük	Läänemaa	Turuplatsi, Risti alevik, Lääne-Nigula vald, Läänemaa, 90901	58.9992993	24.0548965
70346	70347	10257	true	80201161	Lääne maakond, Lääne-Nigula vald, Kullametsa küla	KULLAMETSA KÜLASELTS	Kullametsa külaselts	Toitlustamine	Läänemaa	Kullametsa seltsimaja, Kullametsa küla, Lääne-Nigula vald, Läänemaa, 90713	58.8712586	24.0907673
63959	63960	10258	true	10124424	Lääne maakond, Haapsalu linn, Haapsalu linn, Posti tn 29	OSAÜHING KALAMEES	Taksi Pubi	Toitlustamine	Läänemaa	Posti 29, Haapsalu linn, Haapsalu linn, Läänemaa, 90502	58.9426391	23.5407233
71901	71918	10259	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	kauplus Maxima X	Jaemüük	Läänemaa	Posti 30, Haapsalu linn, Haapsalu linn, Läänemaa, 90504	58.9426379	23.5395043
66528	66529	10261	true	10996710	Lääne maakond, Vormsi vald, Suuremõisa küla, Sjorsa	OSAÜHING LAHE MAJA	külalistemaja "Lahe Maja"	Toitlustamine	Läänemaa	Lahe 7, Haapsalu linn, Haapsalu linn, Läänemaa, 90503	58.94612	23.5317743
65050	65051	10262	true	10407300	Lääne maakond, Lääne-Nigula vald, Linnamäe küla	OÜ METLIN	Metlini Jahimaja	Toitlustamine	Läänemaa	Metlini, Linnamäe küla, Lääne-Nigula vald, Läänemaa, 91001	58.9978666	23.7184084
65944	65945	10264	true	10792290	Lääne maakond, Haapsalu linn, Haapsalu linn, Lihula mnt 10	OSAÜHING HAAPSALU LINNA SPORDIBAASID	Haapsalu Spordikeskus	Toitlustamine	Läänemaa	Lihula mnt 10, Haapsalu linn, Haapsalu linn, Läänemaa, 90507	58.9375097	23.5410772
66208	66209	10265	true	10893938	Lääne maakond, Haapsalu linn, Haeska küla, Tuuliku	OSAÜHING ESTNATURE	Tuulingu Kohvituba	Toitlustamine	Läänemaa	Tuuliku, Haeska küla, Haapsalu linn, Läänemaa, 90407	58.7832672	23.6641615
70387	70388	10267	true	80249736	Lääne maakond, Haapsalu linn, Haapsalu linn, Turu tn 2	MITTETULUNDUSÜHING LEPATRIINU MÄNGUMAA	Lossi köök	Toitlustamine	Läänemaa	Lossi 1, Uuemõisa alevik, Haapsalu linn, Läänemaa, 90401	58.9418011	23.5815205
75537	75538	10269	true	11277851	Pärnu maakond, Lääneranna vald, Lihula linn, Valuste põik 2	OSAÜHING SEGMENTION	Segmention OÜ	Toitlustamine	Pärnumaa	Tallinna mnt 12a, Lihula, Lääneranna vald, Pärnumaa, 90303	58.6884304	23.8345523
69421	69424	10271	true	12231466	Lääne maakond, Lääne-Nigula vald, Liivi küla, Pargitee	OÜ Q CATERING	Q Catering	Toitlustamine	Läänemaa	Posti 3, Haapsalu linn, Haapsalu linn, Läänemaa, 90510	58.945072	23.5395869
66165	66166	10273	true	10878100	Lääne-Viru maakond, Tapa vald, Aavere küla, Mängu	OSAÜHING ARGONFELD	Koluvere lossi restoran	Toitlustamine	Läänemaa	Auguste, Koluvere küla, Lääne-Nigula vald, Läänemaa, 90702		
69491	69492	10274	true	12256934	Lääne maakond, Haapsalu linn, Haapsalu linn, Karja tn 10-1	KOHVIKANN OÜ	kohvik Hapsal Dietrich	Toitlustamine	Läänemaa	Karja 10-1, Haapsalu linn, Haapsalu linn, Läänemaa, 90503	58.9474923	23.5360327
69907	69908	10278	true	12424490	Lääne maakond, Haapsalu linn, Haapsalu linn, Niine tn 27-15	VANALINNA LOUNGE OÜ	AED	Toitlustamine	Läänemaa	Lossiplats 6, Haapsalu linn, Haapsalu linn, Läänemaa, 90502	58.9483509	23.5380855
74435	74437	10279	true	10546444	Lääne maakond, Haapsalu linn, Puise küla, Nina/2	OSAÜHING LEIDREK	Kogre kõrts	Toitlustamine	Läänemaa	Nina, Puise küla, Haapsalu linn, Läänemaa, 90420	58.764981	23.4520781
65708	65709	10284	true	10680680	Harju maakond, Saku vald, Üksnurme küla, Kõrgemäe	OSAÜHING ACROFIT	Kärme Küülik	Toitlustamine	Läänemaa	Karja 5, Haapsalu linn, Haapsalu linn, Läänemaa, 90502	58.9479468	23.5368659
50144	50145	10285	true	75012802	Lääne maakond, Haapsalu linn, Haapsalu linn, Posti tn 34	HAAPSALU LINNAVALITSUS	Haapsalu Linna Algkool	Toitlustamine	Läänemaa	Ehte 14, Haapsalu linn, Haapsalu linn, Läänemaa, 90502	58.9490922	23.5343573
69421	69422	10287	true	12231466	Lääne maakond, Lääne-Nigula vald, Liivi küla, Pargitee	OÜ Q CATERING	Läänemaa Ühisgümnaasium	Toitlustamine	Läänemaa	F. J. Wiedemanni 15, Haapsalu linn, Haapsalu linn, Läänemaa, 90503	58.9466765	23.5340939
50144	50146	10288	true	75012802	Lääne maakond, Haapsalu linn, Haapsalu linn, Posti tn 34	HAAPSALU LINNAVALITSUS	Haapsalu Põhikool	Toitlustamine	Läänemaa	Kuuse 1, Haapsalu linn, Haapsalu linn, Läänemaa, 90507	58.9381491	23.5432837
70603	70604	10289	true	90010752	Lääne maakond, Haapsalu linn, Haapsalu linn, Kastani tn 9	SIHTASUTUS HAAPSALU HOOLEKANDEKESKUS	SA Haapsalu Hoolekandekeskuse köök	Toitlustamine	Läänemaa	Kastani 9, Haapsalu linn, Haapsalu linn, Läänemaa, 90508	58.9347395	23.5549725
70132	70133	10291	true	12527563	Rapla maakond, Märjamaa vald, Laukna küla, Enno	OÜ ESCARIUS	Pärli Pubi	Toitlustamine	Läänemaa	Kaupluse, Kullamaa küla, Lääne-Nigula vald, Läänemaa, 90701	58.8807155	24.0608027
69421	69423	10292	true	12231466	Lääne maakond, Lääne-Nigula vald, Liivi küla, Pargitee	OÜ Q CATERING	Q Kohvik	Toitlustamine	Läänemaa	Tallinna mnt 84, Uuemõisa alevik, Haapsalu linn, Läänemaa, 90401	58.940337	23.5823322
70042	70043	10293	true	12480494	Lääne maakond, Haapsalu linn, Rohuküla, Häärberi tee 10	EHE JA EHTNE OÜ	Talumehe kõrts	Toitlustamine	Läänemaa	Karja 2, Haapsalu linn, Haapsalu linn, Läänemaa, 90503	58.9482684	23.5366621
59669	59670	10294	true	10180919	Harju maakond, Tallinn, Nõmme linnaosa, Kalda tn 30	OSAÜHING MSE-NET	Pusku Turismitalu	Toitlustamine	Läänemaa	Ranna puhkebaas, Pusku küla, Haapsalu linn, Läänemaa, 90440	58.7283274	27.1036456
72459	72460	1033	true	10207280	Pärnu maakond, Pärnu linn, Pärnu linn, Suur-Jõe tn 58	AKTSIASELTS KANPOL	Kanpol	Hulgimüük	Pärnumaa	Suur-Jõe 58, Pärnu linn, Pärnu linn, Pärnu maakond, 80042	58.3753082	24.5456686
70743	70744	1034	true	10124134	Tartu maakond, Tartu linn, Tartu linn, Vinkli tn 17	AKTSIASELTS BALT-HELLIN	Balt-Hellin	Hulgimüük	Tartumaa	Vinkli 17, Tartu linn, Tartu linn, Tartumaa, 50411	58.3877014	26.6842168
71729	71735	10348	true	10247894	Lääne-Viru maakond, Kadrina vald, Viitna küla	OÜ KADAKA BAAR	KADAKA BAAR	Toitlustamine	Lääne-Virumaa	Kadaka, Viitna küla, Kadrina vald, Lääne-Virumaa, 45202	59.4560701	26.0440554
65910	65911	10350	true	10771721	Lääne-Viru maakond, Rakvere linn, Tallinna tn 28	OSAÜHING VÜRST	KÄRA KANTS	Toitlustamine	Lääne-Virumaa	Tallinna 28, Rakvere, Lääne-Virumaa, 44311	59.352392	26.3606229
75757	75771	10351	true	11710650	Lääne-Viru maakond, Rakvere linn, F. G. Adoffi tn 11	OSAÜHING ALDAR EESTI	LILLEORU ALDAR MARKET	Jaemüük	Lääne-Virumaa	Tartu 55, Rakvere, Lääne-Virumaa, 44315	59.3277994	26.3652742
71582	71611	10353	true	10072791	Harju maakond, Jõelähtme vald, Kostivere alevik, Mõisa tee 3	RRLEKTUS AKTSIASELTS	NORD KAUBAHALL	Jaemüük	Lääne-Virumaa	Tallinna 68, Rakvere, Lääne-Virumaa, 44311	59.3555759	26.368419
71433	71463	10356	true	10054238	Lääne-Viru maakond, Rakvere vald, Tobia küla, Keskuse	AKTSIASELTS OG ELEKTRA	TURU KAUBAMAJA	Jaemüük	Lääne-Virumaa	Laada 16, Rakvere, Lääne-Virumaa, 44310	59.3475759	26.3636742
63814	63821	10357	true	10097762	Järva maakond, Paide linn, Paide linn, Tööstuse tn 11	JÄRVA TARBIJATE ÜHISTU	KADRINA KONSUM	Jaemüük	Lääne-Virumaa	Viitna tee 4, Kadrina alevik, Kadrina vald, Lääne-Virumaa, 45201	59.343793	26.1304861
64784	64785	10361	true	10338823	Lääne-Viru maakond, Viru-Nigula vald, Kunda linn, Ehitajate tn 1a	OSAÜHING WESTENDER	WEST-WIND EAKATE KODU	Toitlustamine	Lääne-Virumaa	Ehitajate 1a, Kunda linn, Viru-Nigula vald, Lääne-Virumaa, 44107	59.5008087	26.5022687
66700	66705	10377	true	11076302	Tartu maakond, Tartu linn, Tartu linn, Lai tn 6	SEVENOIL EST OÜ	KADRINA TANKLA	Jaemüük	Lääne-Virumaa	Nuka tankla, Kadapiku küla, Kadrina vald, Lääne-Virumaa, 45212	59.3531707	26.1337805
72380	72386	10380	true	90003278	Lääne-Viru maakond, Rakvere linn, Tallinna tn 3/1	SIHTASUTUS VIRUMAA MUUSEUMID	SCHENKENBERGI KÕRTS	Toitlustamine	Lääne-Virumaa	Rakvere linnusevaremed, Rakvere linn, Lääne-Virumaa, 44307	59.346602	26.3516347
70998	70999	10381	true	11081993	Lääne-Viru maakond, Kadrina vald, Hulja alevik, Tõnismäe tee 23-12	OSAÜHING MOBTEL	OÜ MobTel	Hulgimüük	Lääne-Virumaa	Männiku, Levala küla, Rakvere vald, Lääne-Virumaa, 44402	59.3707541	24.7177527
71729	71733	10385	true	10247894	Lääne-Viru maakond, Kadrina vald, Viitna küla	OÜ KADAKA BAAR	KADAKA BURKS	Toitlustamine	Lääne-Virumaa	Lai 11, Rakvere, Lääne-Virumaa, 44308	59.3490521	26.3602245
66725	66726	10386	true	11083673	Lääne-Viru maakond, Rakvere linn, Pikk tn 16a	HANSACLUB OÜ	AASPERE EAKATE KODU	Toitlustamine	Lääne-Virumaa	Hõbelõnga, Aaspere küla, Haljala vald, Lääne-Virumaa, 45302	59.4224014	26.1388815
50795	50796	10388	true	75024870	Lääne-Viru maakond, Vinni vald, Obja küla, Tammikukodu	TAMMIKU KODU	TAMMIKU KODU HOOLDEKODU TOETATUD ELAMISE TEENUSE KÖÖK	Toitlustamine	Lääne-Virumaa	Järve 2-10, Roela alevik, Vinni vald, Lääne-Virumaa, 46602	59.1702375	26.5973436
68904	68905	10391	true	12022870	Lääne-Viru maakond, Rakvere linn, Kesk tn 18	ARARAT GRILL OÜ	ARARAT-GRILL	Toitlustamine	Lääne-Virumaa	Tallinna 53, Rakvere, Lääne-Virumaa, 44311	59.3544593	26.3651306
73370	73374	104	true	12131598	Järva maakond, Järva vald, Järva-Jaani alev, Pikk tn 16	AS E-PIIM TOOTMINE	AS E-Piim tootmine Järva-Jaani Meierei	Piima käitlemine	Järvamaa	Pikk 16, Järva-Jaani alev, Järva vald, Järva maakond, 73301, 73301	59.0450146	25.8819437
67640	67641	10400	true	11481633	Lääne-Viru maakond, Haljala vald, Vihula küla, Vihula mõis	VIHULA MANOR HOSPITALITY OSAÜHING	RESTORAN LA BOHEME	Toitlustamine	Lääne-Virumaa	Vihula mõis, Vihula küla, Haljala vald, Lääne-Virumaa, 45402	59.5465683	26.1826467
65725	65726	10401	true	10691092	Lääne-Viru maakond, Rakvere vald, Näpi alevik, Iirise tn 8	OÜ KROONIKESKUS	VERGI SADAMAKÕRTS	Toitlustamine	Lääne-Virumaa	Sadama, Vergi küla, Haljala vald, Lääne-Virumaa, 45404	59.5998778	26.1006926
67344	67345	10403	true	11372377	Tartu maakond, Kambja vald, Lemmatsi küla, Riia mnt 164	OSAÜHING NOVATREK GROUP	TIKKRI PUBI	Toitlustamine	Lääne-Virumaa	Simuna tee 1b, Rakke alevik, Väike-Maarja vald, Lääne-Virumaa, 46301	58.9870321	26.2573278
63814	63815	10405	true	10097762	Järva maakond, Paide linn, Paide linn, Tööstuse tn 11	JÄRVA TARBIJATE ÜHISTU	LAEKVERE A & O KAUPLUS	Jaemüük	Lääne-Virumaa	Kesk 15, Laekvere alevik, Vinni vald, Lääne-Virumaa, 46501	59.0680026	26.5589948
72000	72002	10414	true	12000784	Lääne-Viru maakond, Viru-Nigula vald, Kunda linn, Kasemäe tn 6	HELIKA ÄRI OSAÜHING	KOHVIK SAAREPIIGA	Toitlustamine	Lääne-Virumaa	Kasemäe tn 6, Kunda linn, Viru-Nigula vald, Lääne-Viru maakond, 44107	59.4998813	26.5233951
49415	49418	10416	true	70008747	Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 139	POLITSEI- JA PIIRIVALVEAMET	Ida prefektuuri Rakvere politseijaoskonna patrullitalituse arestimaja	Toitlustamine	Lääne-Virumaa	F. R. Kreutzwaldi 5a, Rakvere, Lääne-Virumaa, 44314	59.3494249	26.3480651
71901	71944	10417	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima X kauplus	Jaemüük	Lääne-Virumaa	Pikk 33, Tapa linn, Tapa vald, Lääne-Virumaa, 45106	59.2589829	25.9675998
51069	51072	10418	true	75013144	Lääne-Viru maakond, Haljala vald, Võsu alevik, Mere tn 6	HALJALA VALLAVALITSUS	HALJALA LASTEAED PESAPUU	Toitlustamine	Lääne-Virumaa	Schönbergi tee 1, Haljala alevik, Haljala vald, Lääne-Virumaa, 45301	59.4326803	26.2695727
71582	71597	10419	true	10072791	Harju maakond, Jõelähtme vald, Kostivere alevik, Mõisa tee 3	RRLEKTUS AKTSIASELTS	NORD PEOSAAL	Toitlustamine	Lääne-Virumaa	Tallinna 68, Rakvere, Lääne-Virumaa, 44311	59.3555759	26.368419
74101	74102	10423	true	10547231	Lääne-Viru maakond, Vinni vald, Roela alevik, Allika tn 28/1	ROBERT JÜRGENSONI RÖSTLERI TALU	ROBI PUBI	Toitlustamine	Lääne-Virumaa	Tartu mnt 14, Roela alevik, Vinni vald, Lääne-Virumaa, 46602	59.1610843	26.5883113
68987	68988	10429	true	12063320	Harju maakond, Tallinn, Kesklinna linnaosa, Rävala pst 8-241c	SCALAS WALALAS OÜ	PEREPUBI	Toitlustamine	Lääne-Virumaa	Võsu mnt 7a, Haljala alevik, Haljala vald, Lääne-Virumaa, 45301	59.4341248	26.266608
73517	73518	1043	true	10617776	Pärnu maakond, Pärnu linn, Pärnu linn, Lao tn 5	OSAÜHING MAKRO TRADE BALTIC	Makro Trade Baltic OÜ	Hulgimüük	Pärnumaa	Lao 5, Pärnu linn, Pärnu linn, Pärnu maakond, 80010	58.376457	24.5480513
71855	71857	10431	true	10200355	Lääne-Viru maakond, Kadrina vald, Hulja alevik, Vandu tee 8	OSAÜHING RAINERI GRUPP	RAINERI GRUPP MÜÜGILETT	Jaemüük	Lääne-Virumaa	L. Koidula 1, Rakvere, Lääne-Virumaa, 44308	59.3471427	26.3627186
67785	67788	10432	true	11540863	Tartu maakond, Elva vald, Elva linn, Kase tn 3	OÜ SAAREPIIGA	KALA MÜÜGILETT KESKLINNA TURUL	Jaemüük	Lääne-Virumaa	L. Koidula 1, Rakvere linn, Lääne-Virumaa, 44308	59.3471427	26.3627186
71901	71932	10434	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima X kauplus	Jaemüük	Lääne-Virumaa	Tallinna 11, Rakvere linn, Lääne-Virumaa, 44306	59.3512756	26.3564725
67900	67901	10437	true	11598348	Lääne-Viru maakond, Viru-Nigula vald, Kunda linn, Laane tn 1	OSAÜHING TT LONTOVA	BLÜCHERI KOHVIK	Toitlustamine	Lääne-Virumaa	Lontova tee 2, Kunda linn, Viru-Nigula vald, Lääne-Viru maakond, 44109	59.5095182	26.5401285
49434	77530	10438	true	70000740	Tartu maakond, Tartu linn, Tartu linn, Munga tn 18	HARIDUS- JA TEADUSMINISTEERIUM	Porkuni Kool	Toitlustamine	Lääne-Virumaa	Ilumäe tee 6, Porkuni küla, Tapa vald, Lääne-Virumaa, 46001	59.1843983	26.1930245
70439	70440	10439	true	80315048	Lääne-Viru maakond, Rakvere linn, Pikk tn 18	RAKVERE VABAKOOLI SELTS	RAKVERE WALDORFKOOL	Toitlustamine	Lääne-Virumaa	Pikk 18, Rakvere, Lääne-Virumaa, 44307	59.3487147	26.3545721
