 Section 	 Section Descr. FR	No agrément	Dénomination	street_address	city	 Catégorie 	Activité associée 	 Espèce	 Remarques 	Adresse	slugadresse	lat	lng
0	Etablissements activité générale	KF103298	VDS Food Wavre	Avenue Léonard de Vinci  6 	1300 Wavre	CS	CP, FFPP, MP, RW			Avenue Léonard de Vinci  6  ,1300 Wavre	Avenue Léonard de Vinci  6  , 1300 Wavre , Belgium	50,7290099	4,5855531
0	Etablissements activité générale	KF103298	VDS Food Wavre	Avenue Léonard de Vinci  6 	1300 Wavre	RW	CP, CS, FFPP, MP			Avenue Léonard de Vinci  6  ,1300 Wavre	Avenue Léonard de Vinci  6  , 1300 Wavre , Belgium	50,7290099	4,5855531
0	Etablissements activité générale	KF103303	BACKX CHRIS	Damstraat  19 	9230 Wetteren	CS				Damstraat  19  ,9230 Wetteren	Damstraat  19  , 9230 Wetteren , Belgium	51,0125305	3,8602922
0	Etablissements activité générale	KF103322	De Mulder Patrick	Herentalsebaan  406 b D6	2160 Wommelgem	CS	CP			Herentalsebaan  406 b D6 ,2160 Wommelgem	Herentalsebaan  406 b D6 , 2160 Wommelgem , Belgium	51,1961993	4,5049016
0	Etablissements activité générale	KF103330	ROMECK NV	Zoomstraat  2 	9160 Lokeren	CS			fl and/of sn	Zoomstraat  2  ,9160 Lokeren	Zoomstraat  2  , 9160 Lokeren , Belgium	51,0953137	4,0197352
0	Etablissements activité générale	KF103330	ROMECK NV	Zoomstraat  2 	9160 Lokeren	CS				Zoomstraat  2  ,9160 Lokeren	Zoomstraat  2  , 9160 Lokeren , Belgium	51,0953137	4,0197352
0	Etablissements activité générale	KF103331	Worldproteins	KMO-zone Molenheide  4101 	3520 Zonhoven	CS				KMO-zone Molenheide  4101  ,3520 Zonhoven	KMO-zone Molenheide  4101  , 3520 Zonhoven , Belgium	50,9826293	5,4277693
0	Etablissements activité générale	KF103347	Carnivale	Gentseweg(HSD)  309 b C06	9120 Beveren-Waas	CS	CP, MP, PP			Gentseweg(HSD)  309 b C06 ,9120 Beveren-Waas	Gentseweg  309 b C06 , 9120 Beveren-Waas , Belgium	51,196349	4,222135
0	Etablissements activité générale	KF103354	CAMPO	Oostmalsebaan  3 	2960 Brecht	CS	CP, MP, PP			Oostmalsebaan  3  ,2960 Brecht	Oostmalsebaan  3  , 2960 Brecht , Belgium	51,343082	4,6817033
0	Etablissements activité générale	KF103376	Dierendonck Butchery	Albert I laan  70 	8630 Veurne	CS	CP, MP, PP			Albert I laan  70  ,8630 Veurne	Albert I laan  70  , 8630 Veurne , Belgium	51,0660988	2,6838621
0	Etablissements activité générale	KF103384	HUYGHEBAERT & ZOON	Smokkelstraat  7 	8620 Nieuwpoort	CS	FFPP			Smokkelstraat  7  ,8620 Nieuwpoort	Smokkelstraat  7  , 8620 Nieuwpoort , Belgium	51,1339446	2,7461241
0	Etablissements activité générale	KF103396	Ben Said Topkwaliteit	Kielsbroek  4 	2020 Antwerpen	CS				Kielsbroek  4  ,2020 Antwerpen	Kielsbroek  4  , 2020 Antwerpen , Belgium	51,1984621	4,372491
0	Etablissements activité générale	KF103399	Chèvrardennes SA	Rue du Commerce  17 	1400 Nivelles	CS	CC, PP			Rue du Commerce  17  ,1400 Nivelles	Rue du Commerce  17  , 1400 Nivelles , Belgium	50,5893993	4,3649924
0	Etablissements activité générale	KF1034	Firma Simons & Decru	Vismijn  26-27 	8400 Oostende	CS	FFPP			Vismijn  26-27  ,8400 Oostende	Vismijn  26-27  , 8400 Oostende , Belgium	51,2315166	2,9324068
0	Etablissements activité générale	KF103434	MONTENAUER SCHINKENRAUCHEREI	Montenau,Am Bahnhof  31 	4770 Amel/Amblève	CS				Montenau,Am Bahnhof  31  ,4770 Amel/Amblève	Montenau, Am Bahnhof  31  , 4770 Amel/Amblève , Belgium	50,3557373	6,1253562
0	Etablissements activité générale	KF103475	Y- FROST	Bargiestraat  3 	8900 Ieper	CS				Bargiestraat  3  ,8900 Ieper	Bargiestraat  3  , 8900 Ieper , Belgium	50,8857174	2,8747118
0	Etablissements activité générale	KF103502	ICE WAY	Brixtonlaan  U9 b 13	1930 Zaventem	CS				Brixtonlaan  U9 b 13 ,1930 Zaventem	Brixtonlaan  U9 b 13 , 1930 Zaventem , Belgium	50,871096	4,5009255
0	Etablissements activité générale	KF103514	Northfreeze	Lossing  11 	2260 Westerlo	CS				Lossing  11  ,2260 Westerlo	Lossing  11  , 2260 Westerlo , Belgium	51,0914573	4,8224487
0	Etablissements activité générale	KF103547	BEST-VLEES	Vladslostraat  20 	8600 Diksmuide	CS	CP			Vladslostraat  20  ,8600 Diksmuide	Vladslostraat  20  , 8600 Diksmuide , Belgium	51,0426275	2,9127848
0	Etablissements activité générale	KF103567	LOGISTICONSULT	Rue de l'Abbaye  65 	4040 Herstal	CS				Rue de l'Abbaye  65  ,4040 Herstal	Rue de l Abbaye  65  , 4040 Herstal , Belgium	50,6908885	5,6362628
0	Etablissements activité générale	KF103575	Colfridis Logistics - L5	Koning Leopoldlaan  5 	2870 Puurs	CS				Koning Leopoldlaan  5  ,2870 Puurs	Koning Leopoldlaan  5  , 2870 Puurs , Belgium	51,0271452	4,3218453
0	Etablissements activité générale	KF103603	Fresh Flow	Kruisbaan  98 	2800 Mechelen	CS				Kruisbaan  98  ,2800 Mechelen	Kruisbaan  98  , 2800 Mechelen , Belgium	51,010821	4,465699
0	Etablissements activité générale	KF103610	HAUTEKIET DIDIER VLEESHANDEL	Bruggestraat  149 	8770 Ingelmunster	RW				Bruggestraat  149  ,8770 Ingelmunster	Bruggestraat  149  , 8770 Ingelmunster , Belgium	50,9280533	3,2527898
0	Etablissements activité générale	KF103620	METRO ANTWERPEN-NOORD	Houtdok-Noordkaai  10 	2030 Antwerpen	CS	CP, FFPP			Houtdok-Noordkaai  10  ,2030 Antwerpen	Houtdok-Noordkaai  10  , 2030 Antwerpen , Belgium	51,2375691	4,4134354
0	Etablissements activité générale	KF103648	VAN AERT NV	Kalverstraat  10 	2060 Antwerpen	CS	CP, RW			Kalverstraat  10  ,2060 Antwerpen	Kalverstraat  10  , 2060 Antwerpen , Belgium	51,2316844	4,4333096
0	Etablissements activité générale	KF103648	VAN AERT NV	Kalverstraat  10 	2060 Antwerpen	RW	CP, CS			Kalverstraat  10  ,2060 Antwerpen	Kalverstraat  10  , 2060 Antwerpen , Belgium	51,2316844	4,4333096
0	Etablissements activité générale	KF103653	LE GIBIER D'ARDENNES	Rue de la Fagne d'Hi  18 	6600 Bastogne	RW	CP, GHE, MP			Rue de la Fagne d'Hi  18  ,6600 Bastogne	Rue de la Fagne d Hi  18  , 6600 Bastogne , Belgium	49,9876371	5,7096948
0	Etablissements activité générale	KF103656	SUPER - FISH	Quai des Usines  22-23 	1000 Bruxelles	CS	RW			Quai des Usines  22-23  ,1000 Bruxelles	Quai des Usines  22-23  , 1000 Bruxelles , Belgium	50,8748482	4,3654675
0	Etablissements activité générale	KF103656	SUPER - FISH	Quai des Usines  22-23 	1000 Bruxelles	RW	CS			Quai des Usines  22-23  ,1000 Bruxelles	Quai des Usines  22-23  , 1000 Bruxelles , Belgium	50,8748482	4,3654675
0	Etablissements activité générale	KF103705	A. LONHIENNE	Avenue Joseph-Prévers  29 	4020 Liège	CS				Avenue Joseph-Prévers  29  ,4020 Liège	Avenue Joseph-Prévers  29  , 4020 Liège , Belgium	50,6462046	5,6263276
0	Etablissements activité générale	KF103708	IM KIP	Hofstraat  64 	3530 Houthalen-Helchteren	CS	CP			Hofstraat  64  ,3530 Houthalen-Helchteren	Hofstraat  64  , 3530 Houthalen-Helchteren , Belgium	51,0292056	5,3903409
0	Etablissements activité générale	KF103735	A² Logistics	Assesteenweg  36 	1730 Asse	CS				Assesteenweg  36  ,1730 Asse	Assesteenweg  36  , 1730 Asse , Belgium	50,9163533	4,2170278
0	Etablissements activité générale	KF103755	Metro Delivery Service	Schoondonkweg  6 	2830 Willebroek	CS			fl and/of sn	Schoondonkweg  6  ,2830 Willebroek	Schoondonkweg  6  , 2830 Willebroek , Belgium	51,0446743	4,3742134
0	Etablissements activité générale	KF103755	Metro Delivery Service	Schoondonkweg  6 	2830 Willebroek	CS				Schoondonkweg  6  ,2830 Willebroek	Schoondonkweg  6  , 2830 Willebroek , Belgium	51,0446743	4,3742134
0	Etablissements activité générale	KF103764	Bidfood De Clercq NV.	Ambachtsstraat  9 	9700 Oudenaarde	CS				Ambachtsstraat  9  ,9700 Oudenaarde	Ambachtsstraat  9  , 9700 Oudenaarde , Belgium	50,8767327	3,6155719
0	Etablissements activité générale	KF103820	ULUDAG FOOD	Industrieweg-Zuid  1401 	3520 Zonhoven	CS	CP			Industrieweg-Zuid  1401  ,3520 Zonhoven	Industrieweg-Zuid  1401  , 3520 Zonhoven , Belgium	50,9998409	5,388154
0	Etablissements activité générale	KF103833	JAVA	Wingepark  24 	3110 Rotselaar	CS				Wingepark  24  ,3110 Rotselaar	Wingepark  24  , 3110 Rotselaar , Belgium	50,941218	4,7453632
0	Etablissements activité générale	KF103864	Vleesgroothandel Demuynck Christophe	Noordlaan  7 	8520 Kuurne	CS	CP			Noordlaan  7  ,8520 Kuurne	Noordlaan  7  , 8520 Kuurne , Belgium	50,8552923	3,2577707
0	Etablissements activité générale	KF103921	Greenyard Logistics Belgium	Fortsesteenweg  27 	2860 Sint-Katelijne-Waver	CS			fl and/of sn	Fortsesteenweg  27  ,2860 Sint-Katelijne-Waver	Fortsesteenweg  27  , 2860 Sint-Katelijne-Waver , Belgium	51,0643378	4,5126381
0	Etablissements activité générale	KF103921	Greenyard Logistics Belgium	Fortsesteenweg  27 	2860 Sint-Katelijne-Waver	CS				Fortsesteenweg  27  ,2860 Sint-Katelijne-Waver	Fortsesteenweg  27  , 2860 Sint-Katelijne-Waver , Belgium	51,0643378	4,5126381
0	Etablissements activité générale	KF103933	Frozen Fresh Petfood	Industrielaan  15 	2250 Olen	CS				Industrielaan  15  ,2250 Olen	Industrielaan  15  , 2250 Olen , Belgium	51,1506951	4,8762451
0	Etablissements activité générale	KF103954	I.D.P.	Zuidkaai  5 	2170 Merksem	CS				Zuidkaai  5  ,2170 Merksem	Zuidkaai  5  , 2170 Merksem , Belgium	51,2391818	4,4466588
0	Etablissements activité générale	KF103998	C.H.S - Constant Horeca Service	Fabriekweg(EER)  51 	8480 Ichtegem	CS	CP			Fabriekweg(EER)  51  ,8480 Ichtegem	Fabriekweg  51  , 8480 Ichtegem , Belgium	51,1247806	3,0223267
0	Etablissements activité générale	KF104	CAPGEL	Avenue de Jupille  2 	4020 Liège	CS	CP, RW			Avenue de Jupille  2  ,4020 Liège	Avenue de Jupille  2  , 4020 Liège , Belgium	50,6484612	5,6255067
0	Etablissements activité générale	KF104	CAPGEL	Avenue de Jupille  2 	4020 Liège	RW	CP, CS			Avenue de Jupille  2  ,4020 Liège	Avenue de Jupille  2  , 4020 Liège , Belgium	50,6484612	5,6255067
0	Etablissements activité générale	KF104011	DP Meat	Harelbeeksestraat  96 	8520 Kuurne	CS	CP			Harelbeeksestraat  96  ,8520 Kuurne	Harelbeeksestraat  96  , 8520 Kuurne , Belgium	50,8514359	3,2969938
0	Etablissements activité générale	KF104017	SUD-FRESH	Rue du Kiell - AUBANGE  3 	6790 Aubange	CS				Rue du Kiell - AUBANGE  3  ,6790 Aubange	Rue du Kiell - AUBANGE  3  , 6790 Aubange , Belgium	49,5529569	5,8185706
0	Etablissements activité générale	KF104026	PREMIUM SEAFOOD 	Kleiweg  34 	9340 Lede	CS	FFPP, PP			Kleiweg  34  ,9340 Lede	Kleiweg  34  , 9340 Lede , Belgium	50,9812312	3,9703365
0	Etablissements activité générale	KF104033	SUD-FRESH	Rue Sélys Longchamps(Jean de)  27 	4460 Grâce-Hollogne	CS				Rue Sélys Longchamps(Jean de)  27  ,4460 Grâce-Hollogne	Rue Sélys Longchamps  27  , 4460 Grâce-Hollogne , Belgium	50,6570587	5,4791918
0	Etablissements activité générale	KF104041	APICHE PROJECTS BVBA	Slekkenstraat(MEL)  4 b 2	9120 Melsele	CS				Slekkenstraat(MEL)  4 b 2 ,9120 Melsele	Slekkenstraat  4 b 2 , 9120 Melsele , Belgium	51,2002623	4,3139621
0	Etablissements activité générale	KF104060	Vermirent	Industriezone  3A 	8490 Jabbeke	CS				Industriezone  3A  ,8490 Jabbeke	Industriezone  3A  , 8490 Jabbeke , Belgium	51,1927359	3,0962055
0	Etablissements activité générale	KF104090	OK FOODS	Lierseweg(HRT)  326 	2200 Herentals	CS				Lierseweg(HRT)  326  ,2200 Herentals	Lierseweg  326  , 2200 Herentals , Belgium	51,1730675	4,7976188
0	Etablissements activité générale	KF104130	MCN	Spiegellaan  16 	1785 Merchtem	CS	CP			Spiegellaan  16  ,1785 Merchtem	Spiegellaan  16  , 1785 Merchtem , Belgium	50,9575328	4,2242581
0	Etablissements activité générale	KF104152	ENTREPRISE DE TRAVAIL ADAPTE DE WAREMME JEAN GIELEN	Chaussée Romaine (War)  178 	4300 Waremme	CS	RW			Chaussée Romaine (War)  178  ,4300 Waremme	Chaussée Romaine   178  , 4300 Waremme , Belgium	50,6936045	5,2688324
0	Etablissements activité générale	KF104152	ENTREPRISE DE TRAVAIL ADAPTE DE WAREMME JEAN GIELEN	Chaussée Romaine (War)  178 	4300 Waremme	RW	CS			Chaussée Romaine (War)  178  ,4300 Waremme	Chaussée Romaine   178  , 4300 Waremme , Belgium	50,6936045	5,2688324
0	Etablissements activité générale	KF104157	DELIFLANDERS	Bruggestraat  196 	8730 Beernem	CS				Bruggestraat  196  ,8730 Beernem	Bruggestraat  196  , 8730 Beernem , Belgium	51,1865432	3,2945621
0	Etablissements activité générale	KF104161	Horeca Totaal Centraal Magazijn	Jacob van Arteveldestraat  1 	8000 Brugge	CS			fl and/of sn	Jacob van Arteveldestraat  1  ,8000 Brugge	Jacob van Arteveldestraat  1  , 8000 Brugge , Belgium	51,2253763	3,2197804
0	Etablissements activité générale	KF104161	Horeca Totaal Centraal Magazijn	Jacob van Arteveldestraat  1 	8000 Brugge	CS				Jacob van Arteveldestraat  1  ,8000 Brugge	Jacob van Arteveldestraat  1  , 8000 Brugge , Belgium	51,2253763	3,2197804
0	Etablissements activité générale	KF104162	SLAGERIJ MYLLE	Gentsestraat(Kor)  12 	8500 Kortrijk	CS	CP, MP			Gentsestraat(Kor)  12  ,8500 Kortrijk	Gentsestraat  12  , 8500 Kortrijk , Belgium	50,8303833	3,2743033
0	Etablissements activité générale	KF104197	Entreprise de Formation par le Travail - Le Futur Simple	Allée des Hêtres  25 	6680 Sainte-Ode	CS				Allée des Hêtres  25  ,6680 Sainte-Ode	Allée des Hêtres  25  , 6680 Sainte-Ode , Belgium	50,0199719	5,5480905
0	Etablissements activité générale	KF104198	STARSAVOR	Rue d'Arlon  21 Bis 	6820 Florenville	CS				Rue d'Arlon  21 Bis  ,6820 Florenville	Rue d Arlon  21 Bis  , 6820 Florenville , Belgium	49,6972827	5,3163027
0	Etablissements activité générale	KF104200	JADEMO	Nijverheidslaan  3126 b Blok 1	3800 Sint-Truiden	CS				Nijverheidslaan  3126 b Blok 1 ,3800 Sint-Truiden	Nijverheidslaan  3126 b Blok 1 , 3800 Sint-Truiden , Belgium	50,8143582	5,2131169
0	Etablissements activité générale	KF104203	FRIGOLOGIX HERK-DE-STAD	Industrieweg  1025 	3540 Herk-de-Stad	CS				Industrieweg  1025  ,3540 Herk-de-Stad	Industrieweg  1025  , 3540 Herk-de-Stad , Belgium	50,9466178	5,1645255
0	Etablissements activité générale	KF104215	LODEWYCKX (Cooperatie Hoogstraten)	Loenhoutseweg  59 	2320 Hoogstraten	CS				Loenhoutseweg  59  ,2320 Hoogstraten	Loenhoutseweg  59  , 2320 Hoogstraten , Belgium	51,3936685	4,7517754
0	Etablissements activité générale	KF104223	Greenyard Logistics Belgium	Drevendaal  1 	2860 Sint-Katelijne-Waver	CS			fl and/of sn	Drevendaal  1  ,2860 Sint-Katelijne-Waver	Drevendaal  1  , 2860 Sint-Katelijne-Waver , Belgium	51,0657641	4,5186786
0	Etablissements activité générale	KF104223	Greenyard Logistics Belgium	Drevendaal  1 	2860 Sint-Katelijne-Waver	CS				Drevendaal  1  ,2860 Sint-Katelijne-Waver	Drevendaal  1  , 2860 Sint-Katelijne-Waver , Belgium	51,0657641	4,5186786
0	Etablissements activité générale	KF104224	CORIMEX	Riyadhstraat  16 	2321 Hoogstraten	CS				Riyadhstraat  16  ,2321 Hoogstraten	Riyadhstraat  16  , 2321 Hoogstraten , Belgium	51,471279	4,7252134
0	Etablissements activité générale	KF104228	JO HERBOTS	Lichtenberglaan  2085 	3800 Sint-Truiden	CS	CP			Lichtenberglaan  2085  ,3800 Sint-Truiden	Lichtenberglaan  2085  , 3800 Sint-Truiden , Belgium	50,8006602	5,1905907
0	Etablissements activité générale	KF104232	Brugge Kaaskelders	Boeveriestraat  45 	8000 Brugge	CS				Boeveriestraat  45  ,8000 Brugge	Boeveriestraat  45  , 8000 Brugge , Belgium	51,2026499	3,216206
0	Etablissements activité générale	KF1050	MOERMAN	Avelgemstraat  4 b D	9690 Kluisbergen	CS	CP, RW, SH			Avelgemstraat  4 b D ,9690 Kluisbergen	Avelgemstraat  4 b D , 9690 Kluisbergen , Belgium	50,7776293	3,4843342
0	Etablissements activité générale	KF1056	HOFKIP	Industrielaan  31 	8930 Menen	CS	CP, MP, PP			Industrielaan  31  ,8930 Menen	Industrielaan  31  , 8930 Menen , Belgium	50,7905007	3,1026313
0	Etablissements activité générale	KF1059	DMDS	Rue Martin Legros  30 	4960 Malmedy	CS	PP			Rue Martin Legros  30  ,4960 Malmedy	Rue Martin Legros  30  , 4960 Malmedy , Belgium	50,4205945	6,0198772
0	Etablissements activité générale	KF107	FLANDERS MEAT TRADERS	Industrieterrein Kanaal-Noord  1449 	3960 Bree	CS				Industrieterrein Kanaal-Noord  1449  ,3960 Bree	Industrieterrein Kanaal-Noord  1449  , 3960 Bree , Belgium	51,1458567	5,6168528
0	Etablissements activité générale	KF1085	PIRON-GOTTA 	Rue de Droixhe  23 	4020 Liège	RW	CP, CS			Rue de Droixhe  23  ,4020 Liège	Rue de Droixhe  23  , 4020 Liège , Belgium	50,6492466	5,6238149
0	Etablissements activité générale	KF1/09	HURIKO-BEEF NV	Rue Ropsy Chaudron  24 b 47	1070 Anderlecht	CS	CP, MM, MP			Rue Ropsy Chaudron  24 b 47 ,1070 Anderlecht	Rue Ropsy Chaudron  24 b 47 , 1070 Anderlecht , Belgium	50,8429295	4,3291257
0	Etablissements activité générale	KF1098	KIPCO-DAMACO	Dentergemstraat  164 	8780 Oostrozebeke	CS	CP, MP, MSM			Dentergemstraat  164  ,8780 Oostrozebeke	Dentergemstraat  164  , 8780 Oostrozebeke , Belgium	50,9397128	3,3681565
0	Etablissements activité générale	KF11	La Lorraine Erpe-Mere	Joseph Cardijnstraat  52 	9420 Erpe-Mere	CS	MP			Joseph Cardijnstraat  52  ,9420 Erpe-Mere	Joseph Cardijnstraat  52  , 9420 Erpe-Mere , Belgium	50,9338696	3,9538624
0	Etablissements activité générale	KF110	Danckers Pluimveehandel	Zagerijstraat  33 	2960 Brecht	CS	CP, MP			Zagerijstraat  33  ,2960 Brecht	Zagerijstraat  33  , 2960 Brecht , Belgium	51,29935	4,5516115
0	Etablissements activité générale	KF1101	Syntra West VZW	Doorniksesteenweg(Kor)  220 	8500 Kortrijk	CS	CP, MP, PP			Doorniksesteenweg(Kor)  220  ,8500 Kortrijk	Doorniksesteenweg  220  , 8500 Kortrijk , Belgium	50,803299	3,2813217
0	Etablissements activité générale	KF1102	DELA FRESH B.V.B.A.	Rue Ropsy Chaudron  55-57 	1070 Anderlecht	CS	CP, MM, MP			Rue Ropsy Chaudron  55-57  ,1070 Anderlecht	Rue Ropsy Chaudron  55-57  , 1070 Anderlecht , Belgium	50,8440048	4,327852
0	Etablissements activité générale	KF1103	ZEEVISGROOTHANDEL ANDRE NV	Groenlandstraat  17 	8380 Zeebrugge	CS	FFPP, RW			Groenlandstraat  17  ,8380 Zeebrugge	Groenlandstraat  17  , 8380 Zeebrugge , Belgium	51,3255291	3,2052419
0	Etablissements activité générale	KF111	Flanders Cold Center 1	Jozef Verschaveweg  115 	8380 Zeebrugge	CS				Jozef Verschaveweg  115  ,8380 Zeebrugge	Jozef Verschaveweg  115  , 8380 Zeebrugge , Belgium	51,3185799	3,2090036
0	Etablissements activité générale	KF1117	VLEESHANDEL JOTTIER	Europark-Noord  34 	9100 Sint-Niklaas	CS	CP, MP			Europark-Noord  34  ,9100 Sint-Niklaas	Europark-Noord  34  , 9100 Sint-Niklaas , Belgium	51,1693053	4,1652186
0	Etablissements activité générale	KF1124	CHABOT VIANDES S.A.	Rue de la Naïe, Pre.  18 	5660 Couvin	CS	CP, GHE, MP			Rue de la Naïe, Pre.  18  ,5660 Couvin	Rue de la Naïe,  Pre.  18  , 5660 Couvin , Belgium	50,0234058	4,4113055
0	Etablissements activité générale	KF1135	Creative Spreads	Bellestraat  4 b B	8691 Alveringem	RW	PP			Bellestraat  4 b B ,8691 Alveringem	Bellestraat  4 b B , 8691 Alveringem , Belgium	50,9726062	2,669657
0	Etablissements activité générale	KF1138	Kurth-Viandes	Rue de l'Abattoir  6 	4020 Liège	CS	CP, MM, MP, PP			Rue de l'Abattoir  6  ,4020 Liège	Rue de l Abattoir  6  , 4020 Liège , Belgium	50,6473023	5,5964953
0	Etablissements activité générale	KF1140	HOSTIJN	Avenue Patrick Wagnon(L)  1 	7700 Luingne	CS	CP, MM, MP, PP			Avenue Patrick Wagnon(L)  1  ,7700 Luingne	Avenue Patrick Wagnon  1  , 7700 Luingne , Belgium	50,7371419	3,2512034
0	Etablissements activité générale	KF1177	PETER-FISH NV	Sontstraat  107-106 	8380 Zeebrugge	CS	FFPP, PP			Sontstraat  107-106  ,8380 Zeebrugge	Sontstraat  107-106  , 8380 Zeebrugge , Belgium	51,3237792	3,2033004
0	Etablissements activité générale	KF1181	Sahan	Meensesteenweg  218 	8890 Moorslede	CS	MP, PP			Meensesteenweg  218  ,8890 Moorslede	Meensesteenweg  218  , 8890 Moorslede , Belgium	50,8443715	3,1113827
0	Etablissements activité générale	KF119	Hostijn, Antoon	Waregemseweg (W.)  108 	9790 Wortegem-Petegem	CS	CP			Waregemseweg (W.)  108  ,9790 Wortegem-Petegem	Waregemseweg   108  , 9790 Wortegem-Petegem , Belgium	50,8589021	3,4871779
0	Etablissements activité générale	KF12	VAN SOEST COLDSTORES	Houtelweg  1 	2310 Rijkevorsel	CS	CP, MSM, RW			Houtelweg  1  ,2310 Rijkevorsel	Houtelweg  1  , 2310 Rijkevorsel , Belgium	51,3800456	4,7538799
0	Etablissements activité générale	KF12	VAN SOEST COLDSTORES	Houtelweg  1 	2310 Rijkevorsel	RW	CP, CS, MSM			Houtelweg  1  ,2310 Rijkevorsel	Houtelweg  1  , 2310 Rijkevorsel , Belgium	51,3800456	4,7538799
0	Etablissements activité générale	KF1210	LOBSTER FISH	Roterijstraat  20 	8540 Deerlijk	CS	PP, RW			Roterijstraat  20  ,8540 Deerlijk	Roterijstraat  20  , 8540 Deerlijk , Belgium	50,8500988	3,3473736
0	Etablissements activité générale	KF1210	LOBSTER FISH	Roterijstraat  20 	8540 Deerlijk	RW	CS, PP			Roterijstraat  20  ,8540 Deerlijk	Roterijstraat  20  , 8540 Deerlijk , Belgium	50,8500988	3,3473736
0	Etablissements activité générale	KF124	DELDICHE	Industrielaan  8 	1740 Ternat	CS				Industrielaan  8  ,1740 Ternat	Industrielaan  8  , 1740 Ternat , Belgium	50,8879117	4,1742688
0	Etablissements activité générale	KF129	Swift en Co	Vosveld  6 	2110 Wijnegem	CS				Vosveld  6  ,2110 Wijnegem	Vosveld  6  , 2110 Wijnegem , Belgium	51,2331614	4,4970543
0	Etablissements activité générale	KF129	Van Aerde	Vosveld  6 	2110 Wijnegem	CS	RW			Vosveld  6  ,2110 Wijnegem	Vosveld  6  , 2110 Wijnegem , Belgium	51,2331614	4,4970543
0	Etablissements activité générale	KF129	Van Aerde	Vosveld  6 	2110 Wijnegem	RW	CS			Vosveld  6  ,2110 Wijnegem	Vosveld  6  , 2110 Wijnegem , Belgium	51,2331614	4,4970543
0	Etablissements activité générale	KF13	XPO Logistics Belgium NV	Z. 4 Broekooi  160 	1730 Asse	CS				Z. 4 Broekooi  160  ,1730 Asse	Z. 4 Broekooi  160  , 1730 Asse , Belgium	50,8956216	4,2502742
