Code;Latitude;Longitude;Bew.-Nr.;Bur Number;Firmenname;Company Street;full address;Company Zipcode;Company City/Region;[TRANSLATE] Category;Weitere Aktivitäten;[TRANSLATE] Species;[TRANSLATE] Remarks
CH 53588825;46,2862768;6,9162819;53588825;53588825;Fromages Chaudron SA;Zone Artisanale Avançon12;Fromages Chaudron SA, Zone Artisanale Avançon12, 1893, Switzerland ;1893;1893 VS;CS, RW, WM;PP(IX);;
CH 72038471;47,2127423;8,4521738;72038471;72038471;SwissBioColostrum AG;Niederwil4;SwissBioColostrum AG, Niederwil4, 6330, Switzerland ;6330;6330 ZG;RW, WM;PP(IX);;
CH 603;47,1501798;8,432718;603;70749251;Nad AG;Forrenstrasse22;Nad AG, Forrenstrasse22, 8718, Switzerland ;8718;8718 SG;RW, WM;PP(XIII);;
CH 54430321;;;54430321;54430321;Frifag Märwil AG;;;; TG;CS, RW;SH(II), CP(II), MM(V), MP(V), MSM(V), PP(XIII);;
CH 2066;47,0947391;8,3144889;2066;69359802;Emmi Schweiz AG;Seetalstrasse200;Emmi Schweiz AG, Seetalstrasse200, 6032, Switzerland ;6032;6032 LU;RW;PP(IX);;
CH 42355289;47,385174;8,5040424;42355289;73815327;Metzger-Center Zürich, Einkaufsgenossenschaft des Metzgereigewerbes;Hardgutstrasse11;Metzger-Center Zürich, Einkaufsgenossenschaft des Metzgereigewerbes, Hardgutstrasse11, 8048, Switzerland ;8048;8048 ZH;CS, RW, WM;;;
CH 2425;;;2425;52031344;Cremo S.A. Usine de Lausanne;Chemin du Petit-Flon21;Cremo S.A. Usine de Lausanne, Chemin du Petit-Flon21, 1052, Switzerland ;1052;1052 VD;CS, RW;PP(IX);;
CH 2092;;;2092;61448833;Emmi Schweiz AG;Industriestrasse135;Emmi Schweiz AG, Industriestrasse135, 9200, Switzerland ;9200;9200 SG;RW, WM;PP(IX);;
CH 2437;47,4766761;9,4802994;2437;50208808;Fuchs + Co. AG;Greinastrasse10;Fuchs + Co. AG, Greinastrasse10, 9400, Switzerland ;9400;9400 SG;RW;PP(IX);;
CH 73006523;47,540571;8,819965;73006523;73006523;Metzgerei Würmli AG;Juchstrasse29;Metzgerei Würmli AG, Juchstrasse29, 8500, Switzerland ;8500;8500 TG;RW;CP(I), MP(V);;
CH 2129;;;2129;77321529;PETER BÜRKI TRADING AG;Titlisstrasse1;PETER BÜRKI TRADING AG, Titlisstrasse1, 6208, Switzerland ;6208;6208 LU;WM;PP(IX);;
CH 53469982;46,3128884;6,966789;53469982;53469982;Reitzel (Suisse) S.A.;Route d'Ollon14;Reitzel (Suisse) S.A., Route d'Ollon14, 1860, Switzerland ;1860;1860 VD;RW;PP(VIII), PP(IX), PP(X);;
CH 2011;47,3154457;9,2812235;2011;93178945;Dörig Käsehandel AG;Rütistrasse2;Dörig Käsehandel AG, Rütistrasse2, 9050, Switzerland ;9050;9050 AI;RW, WM;PP(IX);;
CH 3030;46,6274155;8,0268311;3030;75608878;Peter Gertsch Molkerei;Spillstatt2;Peter Gertsch Molkerei, Spillstatt2, 3818, Switzerland ;3818;3818 BE;RW, WM;PP(IX), CC(IX);;
CH 2050;46,8515614;7,1880276;2050;52199617;Cremo S.A. von Mühlenen;Bonnstrasse1;Cremo S.A. von Mühlenen, Bonnstrasse1, 3186, Switzerland ;3186;3186 FR;RW;PP(IX);;
CH 5637;46,8446533;7,6208923;5637;41371525;Biosana AG;Industriestrasse16;Biosana AG, Industriestrasse16, 3672, Switzerland ;3672;3672 BE;RW, WM;PP(IX);;
CH 72795250;47,06;9,4;72795250;72795250;Bergsenn AG;Tiergarten;Bergsenn AG, Tiergarten, 8889, Switzerland ;8889;8889 SG;RW;PP(IX);;
CH 45777275;47,389962;8,852532;45777275;73973939;Lötterle Tösstaler Schinkenräucherei AG;Oberzelgstrasse2;Lötterle Tösstaler Schinkenräucherei AG, Oberzelgstrasse2, 8493, Switzerland ;8493;8493 ZH;RW;MP(V), PP(VI);;
CH 345;;;345;52054907;Barbey SA;Z.I. Les Loveresses1;Barbey SA, Z.I. Les Loveresses1, 1523, Switzerland ;1523;1523 VD;CS, RW, WM;;;
CH 52754054;46,7727631;7,1578896;52754054;52754054;BERGER SA Spécialités fraîches et surgelées;Route de Chésalles18;BERGER SA Spécialités fraîches et surgelées, Route de Chésalles18, 1723, Switzerland ;1723;1723 FR;CS, RW;PP(IX);;
CH 2466;47,5117988;7,7198225;2466;52090198;Mifa AG Frenkendorf;Rheinstrasse99;Mifa AG Frenkendorf, Rheinstrasse99, 4402, Switzerland ;4402;4402 BL;RW;PP(IX), PP(XII);;
CH 310;47,5736847;7,5689627;310;51686817;Grauwiler Fleisch AG Werk 2;Schlachthofstrasse55;Grauwiler Fleisch AG Werk 2, Schlachthofstrasse55, 4056, Switzerland ;4056;4056 BS;CS, RW;CP(I), PP(VI), PP(VIII), PP(IX), PP(X);;
CH 2003;;;2003;45127396;Käse-Reifungslager Saanenland AG;Gsteigstrasse;Käse-Reifungslager Saanenland AG, Gsteigstrasse, 3783, Switzerland ;3783;3783 BE;RW, WM;PP(IX);;
CH 2061;47,0442437;9,0692332;2061;74893206;Glarona Käse Genossenschaft;Ygrubenstrasse9;Glarona Käse Genossenschaft, Ygrubenstrasse9, 8750, Switzerland ;8750;8750 GL;RW;PP(IX);;
CH 67093971;47,4117581;9,0451072;67093971;67093971;SWISS CAPS AG;Husenstrasse35;SWISS CAPS AG, Husenstrasse35, 9533, Switzerland ;9533;9533 SG;RW;PP(VI), PP(VIII), PP(IX), PP(X), PP(XII), PP(XIV), PP(XV);;
CH 71414782;47,5712679;7,8516124;71414782;71414782;Pacovis AG;Industriestrasse21;Pacovis AG, Industriestrasse21, 4313, Switzerland ;4313;4313 AG;RW;;;
CH 52061951;47,4518619;9,6401849;52061951;52061951;GAG Gefrierhaus AG;Johs. Brasselstrasse22;GAG Gefrierhaus AG, Johs. Brasselstrasse22, 9430, Switzerland ;9430;9430 SG;CS;;;
CH 5767;47,4506971;9,1540648;5767;69921577;Züger Frischkäse AG Oberbüren;Industrie Haslen9a;Züger Frischkäse AG Oberbüren, Industrie Haslen9a, 9245, Switzerland ;9245;9245 SG;CS, RW, WM;PP(IX), CC(IX);;
CH 2439;46,8801357;7,6178363;2439;52108693;Nestlé Suisse S.A. Fabrik Konolfingen;Nestlé-Strasse1;Nestlé Suisse S.A. Fabrik Konolfingen, Nestlé-Strasse1, 3510, Switzerland ;3510;3510 BE;RW, WM;PP(IX);;
CH 50949496;47,4016118;8,4658624;50949496;50949496;Dörig & Brandl AG;Ballonstrasse24;Dörig & Brandl AG, Ballonstrasse24, 8952, Switzerland ;8952;8952 ZH;CS, RW;FFPP(VIII);;
CH 333;46,9021034;8,2515369;333;52085088;Nahrin AG;Industriestrasse27;Nahrin AG, Industriestrasse27, 6060, Switzerland ;6060;6060 OW;RW, WM;;;
CH 87150321;47,1692374;8,9925841;87150321;87150321;Centravo AG;Vogtswisstrasse1;Centravo AG, Vogtswisstrasse1, 8864, Switzerland ;8864;8864 SZ;CS;;;
CH 67994310;47,4089206;9,2811214;67994310;67994310;SWISS Industrial Investment AG;Industriestrasse135;SWISS Industrial Investment AG, Industriestrasse135, 9200, Switzerland ;9200;9200 SG;CS;;;
CH 2413;;;2413;52083955;Cremo S.A. Betrieb Thun;Schwäbisstrasse40;Cremo S.A. Betrieb Thun, Schwäbisstrasse40, 3613, Switzerland ;3613;3613 BE;RW, WM;PP(IX);;
CH 83774886;47,4629377;9,3896281;83774886;83774886;Mifroma SA;Industriestrasse9;Mifroma SA, Industriestrasse9, 9300, Switzerland ;9300;9300 SG;CS, RW;PP(IX);;
CH 2433;47,5032037;9,4045282;2433;51984565;Bioforce AG;Grünaustrasse4;Bioforce AG, Grünaustrasse4, 9325, Switzerland ;9325;9325 TG;RW;PP(IX);;
CH 2030;;;2030;76690952;Schwyzer Milchhuus AG Milchprodukte;Seewenstrasse54;Schwyzer Milchhuus AG Milchprodukte, Seewenstrasse54, 6440, Switzerland ;6440;6440 SZ;RW;PP(IX);;
CH  70187211;;; 70187211;;Les Oeufs Du Jorat Sàrl;Rte De Carrouge 10;Les Oeufs Du Jorat Sàrl, Rte De Carrouge 10, 1509, Switzerland ;1509;1509 VD;CS, WM;PP(X), EPC(X), LEP(X);;
CH 92118887;47,540567;8,819971;92118887;92118887;Metzgerei Würmli AG;Püntstrasse35;Metzgerei Würmli AG, Püntstrasse35, 8543, Switzerland ;8543;8543 ZH;CS, RW, WM;GHE(IV), MM(V), MP(V), PP(VI);;
CH 359;47,030935;7,4553207;359;52130589;Lüthi & Portmann  AG;Lyssstrasse14 b;Lüthi & Portmann  AG, Lyssstrasse14 b, 3053, Switzerland ;3053;3053 BE;CS, RW, WM;CP(I), MM(V), MP(V);;
CH 51992550;47,5666448;8,3641265;51992550;51992550;Andreas Hofstetter Lagerhaus AG;Industrie Unterflüh Süd;Andreas Hofstetter Lagerhaus AG, Industrie Unterflüh Süd, 5464, Switzerland ;5464;5464 AG;CS;;;
CH 42182508;46,9492805;7,4121378;42182508;42182508;Mérat & Cie. AG;Murtenstrasse121;Mérat & Cie. AG, Murtenstrasse121, 3008, Switzerland ;3008;3008 BE;RW, WM;CP(I), CP(II), CP(III), MM(V), MP(V), PP(VI);;
CH 87226195;;;87226195;87226195;Orior Menu AG - Pastinella;;;6024;6024 LU;CS;PP(VI);;
CH 2013;47,3327742;9,3531115;2013;41132338;Alois Koch AG;Rüeggerstrasse6;Alois Koch AG, Rüeggerstrasse6, 9108, Switzerland ;9108;9108 AI;WM;;;
CH 5072;;;5072;46792531;Jürg Schmidhauser;Bregensdorf240;Jürg Schmidhauser, Bregensdorf240, 9313, Switzerland ;9313;9313 SG;RW;PP(IX);;
CH 51500147;46,080682;8,9147392;51500147;51500147;Tipesca SA;Via Ciossa3;Tipesca SA, Via Ciossa3, 6806, Switzerland ;6806;6806 TI;CS, RW, WM;CP(I), CP(II), DC(VII), WM(VIII), FFPP(VIII);;
CH 67518216;47,5017653;8,4945661;67518216;67518216;Geflügelhof Höri, B. Zaugg;Wehntalerstrasse96;Geflügelhof Höri, B. Zaugg, Wehntalerstrasse96, 8181, Switzerland ;8181;8181 ZH;CS;EPC(X);;
CH 66500516;45,8616247;8,9722532;66500516;66500516;SERFRE' SA;Via Campagna Adorna9;SERFRE' SA, Via Campagna Adorna9, 6850, Switzerland ;6850;6850 TI;CS;CP(I), CP(II), CP(III), PP(VI), WM(VIII);;
CH 3650;47,035824;8,431609;3650;62085429;Otmarsan Produkte AG;Rigiblickstrasse96;Otmarsan Produkte AG, Rigiblickstrasse96, 6353, Switzerland ;6353;6353 LU;RW, WM;;;
CH 2159;45,851391;8,947846;2159;40498093;Ghioldi SA;Via Cantonale1;Ghioldi SA, Via Cantonale1, 6855, Switzerland ;6855;6855 TI;CS, RW, WM;WM(VIII);;
CH 66944271;47,4012895;8,4238514;66944271;66944271;Buongusto GmbH;Giessenstrasse15;Buongusto GmbH, Giessenstrasse15, 8952, Switzerland ;8952;8952 ZH;CS;;;
CH 70911886;47,5206389;7,6759088;70911886;70911886;Stadel Fischimport AG;Lachmattstrasse1;Stadel Fischimport AG, Lachmattstrasse1, 4133, Switzerland ;4133;4133 BL;CS, RW;DC(VII), PP(VIII), FFPP(VIII), AH(VIII);;
CH 88665949;;;88665949;88665949;Micarna SA;Industriestrasse 20;Micarna SA, Industriestrasse 20, 3321, Switzerland ;3321;3321 BE;CS, RW, WM;CP(I), CP(II), CP(III), MM(V), MP(V), PP(VI);;
CH 5893;47,4923288;9,2430454;5893;75836995;Molkerei Biedermann AG Molkerei Chäs-Hütte;Schützengütlistrasse2;Molkerei Biedermann AG Molkerei Chäs-Hütte, Schützengütlistrasse2, 9220, Switzerland ;9220;9220 TG;CS, RW, WM;PP(IX);;
CH 74403769;46,8063673;8,1201445;74403769;74403769;Alpkäserei Glaubenbielen;Glaubenbielen;Alpkäserei Glaubenbielen, Glaubenbielen, 6074, Switzerland ;6074;6074 OW;RW;PP(IX);;
CH 3038;47,1078621;7,3618796;3038;63388145;Molkerei Zaugg AG Hanspeter Zaugg Käserei-Molkerei;Käsereiplatz1;Molkerei Zaugg AG Hanspeter Zaugg Käserei-Molkerei, Käsereiplatz1, 3264, Switzerland ;3264;3264 BE;RW, WM;PP(IX);;
CH 5143;47,3296066;9,0862379;5143;77118872;Städtlichäsi Lichtensteig GmbH;Uttenwilerstrasse2;Städtlichäsi Lichtensteig GmbH, Uttenwilerstrasse2, 9620, Switzerland ;9620;9620 SG;RW;PP(IX);;
CH 3033;46,7260961;8,1900869;3033;61415120;Molki Meiringen AG;Lenggasse1;Molki Meiringen AG, Lenggasse1, 3860, Switzerland ;3860;3860 BE;RW, WM;PP(IX), CC(IX);;
CH 66451450;46,948481;7,417156;66451450;66451450;Frigemo AG EiCO;Weyermannsstrasse18;Frigemo AG EiCO, Weyermannsstrasse18, 3008, Switzerland ;3008;3008 BE;RW, WM;PP(X), EPC(X);;
CH 2038;47,0741183;7,5672123;2038;70298561;Emmi Schweiz AG;Winkelweg4;Emmi Schweiz AG, Winkelweg4, 3422, Switzerland ;3422;3422 BE;RW, WM;PP(IX);;
CH 302;47,1421098;7,5508825;302;51917422;GAUTSCHI SPEZIALITAETEN A.G.;Industriering8;GAUTSCHI SPEZIALITAETEN A.G., Industriering8, 3427, Switzerland ;3427;3427 BE;RW, WM;PP(VI), WM(VIII), PP(VIII), FFPP(VIII), PP(IX);;
CH 71215514;46,995215;7,463398;71215514;71215514;Metzgerei Spahni AG;Meielenfeldweg7;Metzgerei Spahni AG, Meielenfeldweg7, 3052, Switzerland ;3052;3052 BE;RW, WM;MP(V), PP(VI);;
CH 41280009;47,1393085;7,2543481;41280009;41280009;Narimpex AG;Schwanengasse47;Narimpex AG, Schwanengasse47, 2503, Switzerland ;2503;2503 BE;RW, WM;;;
CH 66889542;47,1241418;8,2445809;66889542;66889542;frifag märwil ag, Filiale Zentralschweiz;Grossweid4;frifag märwil ag, Filiale Zentralschweiz, Grossweid4, 6026, Switzerland ;6026;6026 LU;RW;CP(II), CP(IV), MP(V);;
CH 1008;47,2662674;8,8656295;1008;64337985;Hosberg AG;Neuhofstrasse12;Hosberg AG, Neuhofstrasse12, 8630, Switzerland ;8630;8630 ZH;CS;PP(X), EPC(X), LEP(X);;
CH 65912996;46,425274;6,2734205;65912996;75490600;Perches-Import S.A. Poissons & Produits Alimentaires;chemin du Crêt 2;Perches-Import S.A. Poissons & Produits Alimentaires, chemin du Crêt 2, 1279, Switzerland ;1279;1279 VD;CS, RW, WM;CP(II), CP(III), DC(VII), WM(VIII), PP(X), PP(XI);;
CH 60081484;46,4440679;6,8929011;60081484;60081484;Viandes Riviera;Rue du Collège42;Viandes Riviera, Rue du Collège42, 1815, Switzerland ;1815;1815 VD;CS, RW, WM;CP(I), CP(II), CP(III), CP(IV), GHE(IV), MM(V), MP(V), PP(VI), WM(VIII), PP(VIII), MP(VIII), PP(XI), PP(XII), PP(XIII);;
CH 67639480;47,4098372;9,2772303;67639480;67639480;Bell Schweiz AG;Industriestrasse109;Bell Schweiz AG, Industriestrasse109, 9200, Switzerland ;9200;9200 SG;RW;MM(V), MP(V), PP(VI);;
CH 52133600;46,2238366;9,050889;52133600;52133600;Augusto Resinelli SA Ufficio e magazzino;Via San Bernardino20;Augusto Resinelli SA Ufficio e magazzino, Via San Bernardino20, 6532, Switzerland ;6532;6532 TI;RW, WM;;;
CH 55241985;46,1684443;6,1073137;55241985;55241985;Phène Importation SA;Chemin des Aulx7;Phène Importation SA, Chemin des Aulx7, 1228, Switzerland ;1228;1228 GE;CS;;;
CH 3045;;;3045;41463427;Rocio Suarez Manteiga;Kreuzgasse6;Rocio Suarez Manteiga, Kreuzgasse6, 3860, Switzerland ;3860;3860 BE;RW, WM;PP(IX);;
CH 5699;47,0194627;8,6557417;5699;40210377;Schwyzer Milchhuus AG;Seewenstrasse54;Schwyzer Milchhuus AG, Seewenstrasse54, 6440, Switzerland ;6440;6440 SZ;RW;PP(IX);;
CH 72559436;;;72559436;72559436;Mérat & Cie AG;Pfingstweidstrasse101;Mérat & Cie AG, Pfingstweidstrasse101, 8021, Switzerland ;8021;8021 ZH;RW;MM(V), MP(V);;
CH 72461113;;;72461113;72461113;A. Aeschbacher Naturdärme, R. Liebi GmbH;Käserei;A. Aeschbacher Naturdärme, R. Liebi GmbH, Käserei, 3439, Switzerland ;3439;3439 BE;RW, WM;PP(XIII);;
CH 40016128;46,3939144;6,9303352;40016128;40016128;Suter Viandes S.A.;Route du Pré du Bruit3;Suter Viandes S.A., Route du Pré du Bruit3, 1844, Switzerland ;1844;1844 VD;CS, RW, WM;CP(I), CP(II), CP(III), MM(V), MP(V), PP(VI), DC(VII), PP(IX), CC(IX);;
CH 228;47,4078276;9,2902193;228;52137563;Ernst Sutter AG Suttero;Schlachthofstrasse20;Ernst Sutter AG Suttero, Schlachthofstrasse20, 9200, Switzerland ;9200;9200 SG;RW;MP(V), PP(VI), PP(XII);;
CH 213;46,82014;6,9330727;213;61303505;LUCUL Production et Distribution S.A.;Rue d'Yverdon27;LUCUL Production et Distribution S.A., Rue d'Yverdon27, 1530, Switzerland ;1530;1530 VD;RW, WM;PP(VI);;
CH 2064;46,9219175;7,9495249;2064;65164928;Spezialitätenhandel Grimm GmbH;Industriestrasse9;Spezialitätenhandel Grimm GmbH, Industriestrasse9, 6182, Switzerland ;6182;6182 LU;RW, WM;PP(IX);;
CH 41162814;47,0898986;7,3067964;41162814;41162814;Favorit Geflügel AG;Industriering 36;Favorit Geflügel AG, Industriering 36, 3250, Switzerland ;3250;3250 BE;RW, WM;CP(II), MP(V);;
CH 225;46,932261;7,5098131;225;52292687;Haco AG;Worbstrasse262;Haco AG, Worbstrasse262, 3073, Switzerland ;3073;3073 BE;RW, WM;PP(VI);;
CH 53221394;46,5718966;6,607721;53221394;53221394;Mulhaupt Comestibles;Route de la Charbonnière1;Mulhaupt Comestibles, Route de la Charbonnière1, 1032, Switzerland ;1032;1032 VD;CS, RW, WM;CP(I), CP(II), CP(III), CP(IV), GHE(IV), PP(VI), DC(VII), WM(VIII), PP(VIII), FFPP(VIII), PP(XI);;
CH 601;;;601;41642353;Widmer & Pagani AG Verkauf Natur- & Kunstdärme;Schlachthofstrasse5;Widmer & Pagani AG Verkauf Natur- & Kunstdärme, Schlachthofstrasse5, 9015, Switzerland ;9015;9015 SG;RW, WM;PP(XIII);;
CH 40513720;47,3372981;8,8521739;40513720;73973614;Metzgerei Kündig AG ;Hof Neuthal;Metzgerei Kündig AG , Hof Neuthal, 8344, Switzerland ;8344;8344 ZH;CS, RW;MM(V), MP(V);;
CH 65133427;;;65133427;65133427;Frostag Food-Centrum;;;7302;7302 GR;CS, RW;PP(VI), PP(VIII), MP(VIII);;
CH 305;47,0909976;7,3082293;305;52211667;Nutriswiss AG;Industriering30;Nutriswiss AG, Industriering30, 3250, Switzerland ;3250;3250 BE;RW, WM;PP(VI), PP(IX), PP(XII), CC(XII);;
CH 72436384;;;72436384;72436384;La Cave du Pont Sàrl;Sur les Quais13;La Cave du Pont Sàrl, Sur les Quais13, 1342, Switzerland ;1342;1342 VD;RW, WM;PP(IX);;
CH 63275479;47,3710451;8,7728343;63275479;63275479;Brunner & Brunner;Witzbergstrasse7;Brunner & Brunner, Witzbergstrasse7, 8330, Switzerland ;8330;8330 ZH;CS;PP(VIII), FFPP(VIII);;
CH 2115;47,163649;8,445559;2115;52198278;Lustenberger & Dürst AG;Langrüti1;Lustenberger & Dürst AG, Langrüti1, 6333, Switzerland ;6333;6333 ZG;CS;PP(IX);;
CH 71187113;47,4089206;9,2811214;71187113;71187113;keepcool Transport & Logistik AG;Industriestrasse135;keepcool Transport & Logistik AG, Industriestrasse135, 9200, Switzerland ;9200;9200 SG;CS;;;
CH 68983687;47,4823982;7,499509;68983687;73864324;maurer spezialitäten;Talstrasse55;maurer spezialitäten, Talstrasse55, 4112, Switzerland ;4112;4112 SO;WM;PP(VI);;
CH 66650692;46,9188943;7,1073861;66650692;66650692;Fideco AG;Länggasse11;Fideco AG, Länggasse11, 3280, Switzerland ;3280;3280 FR;CS, RW;FFPP(VIII);;
CH 51982222;46,9258228;6,811834;51982222;76427385;Lehnherr S.A.;Chemin des Chapons-des-Prés18;Lehnherr S.A., Chemin des Chapons-des-Prés18, 2022, Switzerland ;2022;2022 NE;RW;CP(I), CP(II), CP(III), CP(IV), PP(VI), DC(VII), PP(VIII), FFPP(VIII);;
CH 4015;47,1498573;6,997208;4015;76962758;Fromages Spielhofer S.A.;Rue l'Envers16;Fromages Spielhofer S.A., Rue l'Envers16, 2610, Switzerland ;2610;2610 BE;RW, WM;PP(IX);;
CH 313;47,348367;9,156483;313;73857201;Balik Räucherei im Toggenburg AG;Im Moos;Balik Räucherei im Toggenburg AG, Im Moos, 9122, Switzerland ;9122;9122 SG;CS, RW;PP(VIII), FFPP(VIII);;
CH 72355484;47,2313835;7,791666;72355484;72355484;Carnosa AG;Gaswerkstrasse76;Carnosa AG, Gaswerkstrasse76, 4900, Switzerland ;4900;4900 BE;RW, WM;CP(I), CP(II), CP(III), MP(V), PP(VI);;
CH 77867975;;;77867975;77867975;Kulinarium AG;Oberstrasse3;Kulinarium AG, Oberstrasse3, 3550, Switzerland ;3550;3550 BE;WM;PP(IX);;
CH 74283398;47,2520555;9,5163295;74283398;74283398;Bischof Lagerhaus AG;Heberrietstrasse10;Bischof Lagerhaus AG, Heberrietstrasse10, 9466, Switzerland ;9466;9466 SG;CS;;;
CH 4412;46,6657247;6,3126661;4412;42018573;Les Caves du Pélerin;Rue du Mont d'Or17;Les Caves du Pélerin, Rue du Mont d'Or17, 1343, Switzerland ;1343;1343 VD;RW, WM;PP(IX);;
CH 83211680;47,4727394;9,0598341;83211680;42120171;Alex Schönenberger & Co. AG;Fürstenlandstrasse23;Alex Schönenberger & Co. AG, Fürstenlandstrasse23, 9500, Switzerland ;9500;9500 SG;CS;;;
CH 40900694;;;40900694;40900694;Bergsenn AG;Unterdorfstrasse26;Bergsenn AG, Unterdorfstrasse26, 9107, Switzerland ;9107;9107 AR;RW, WM;PP(IX);;
CH 71650387;47,452397;8,847502;71650387;71650387;Fuster Rauchspezialitäten GmbH;Gyrenbad;Fuster Rauchspezialitäten GmbH, Gyrenbad, 8488, Switzerland ;8488;8488 ZH;CS, RW;PP(VI);;
CH 2019;;;2019;68373727;Pagnier & Cie;Grand-Bourgeau104;Pagnier & Cie, Grand-Bourgeau104, 2126, Switzerland ;2126;2126 NE;RW, WM;PP(IX);;
CH 86377410;;;86377410;86377410;Albert Spiess AG Gastro Landquart;Riedlöserstrasse11;Albert Spiess AG Gastro Landquart, Riedlöserstrasse11, 7302, Switzerland ;7302;7302 GR;RW;CP(I), CP(II), CP(III), MM(V), MP(V);;
CH 2114;46,7633328;6,6496412;2114;76436437;Margot Fromages S.A.;Route de Lausanne21;Margot Fromages S.A., Route de Lausanne21, 1400, Switzerland ;1400;1400 VD;CS, RW, WM;PP(IX);;
CH 2446;47,4102816;9,2815264;2446;73980805;Gebr. Eberle AG Gossau Spezialitäten;Kühlhausstrasse10;Gebr. Eberle AG Gossau Spezialitäten, Kühlhausstrasse10, 9200, Switzerland ;9200;9200 SG;RW;PP(IX);;
CH 2075;47,2008674;8,2042813;2075;53307821;InterCheese AG;Industriestrasse22;InterCheese AG, Industriestrasse22, 6215, Switzerland ;6215;6215 LU;RW;PP(IX);;
CH 40442263;46,995215;7,463398;40442263;40442263;Metzgerei Spahni AG;Wegmühlegässli6;Metzgerei Spahni AG, Wegmühlegässli6, 3072, Switzerland ;3072;3072 BE;RW, WM;CP(I), CP(II), CP(III), MP(V), PP(VI);;
CH 42033503;46,984012;6,9048856;42033503;42033503;Sousa vins et comestibles SA;Rue de Maillefer11;Sousa vins et comestibles SA, Rue de Maillefer11, 2000, Switzerland ;2000;2000 NE;CS, WM;;;
CH 66046797;47,3545436;8,2599069;66046797;66046797;FFF Fresh & Frozen Food AG;Industriestrasse32;FFF Fresh & Frozen Food AG, Industriestrasse32, 5610, Switzerland ;5610;5610 AG;CS, RW;;;
CH 332;47,5572766;9,2909478;332;76670060;Copro Comestible Produktions AG;Sommeristrasse37a;Copro Comestible Produktions AG, Sommeristrasse37a, 8580, Switzerland ;8580;8580 TG;RW;PP(VI), FFPP(VIII);;
CH 64399185;45,8719667;8,9878378;64399185;64399185;I Salumi del Pin SA;Via Stella14;I Salumi del Pin SA, Via Stella14, 6850, Switzerland ;6850;6850 TI;RW;CP(I), MP(V), PP(VI);;
CH 78490002;47,4206396;9,0700658;78490002;78490002;Ernst Sutter AG;Neue Industriestrasse60;Ernst Sutter AG, Neue Industriestrasse60, 9602, Switzerland ;9602;9602 SG;CS, RW;CP(I), MM(V), MP(V), PP(XIII);;
CH 216;47,50079;9,4345481;216;52056223;Hügli Nährmittel AG;Bleichestrasse31;Hügli Nährmittel AG, Bleichestrasse31, 9323, Switzerland ;9323;9323 SG;CS, RW;PP(VI), PP(VIII), PP(IX), PP(X), PP(XII), PP(XIV), PP(XV);;
CH 74582684;;;74582684;74582684;Micarna SA Seafood Fischverarbeitung;Pfingstweidstrasse101;Micarna SA Seafood Fischverarbeitung, Pfingstweidstrasse101, 8005, Switzerland ;8005;8005 ZH;CS, RW, WM;DC(VII), WM(VIII), PP(VIII), FFPP(VIII);;
CH 61712818;47,2362404;9,0146236;61712818;61712818;Zahner Fischhandel AG;Hof15;Zahner Fischhandel AG, Hof15, 8737, Switzerland ;8737;8737 SG;CS, RW;CP(IV), GHE(IV), MP(V), PP(VI), DC(VII), WM(VIII), FFPP(VIII), PP(XI);;
CH 52235207;47,2045885;7,7795976;52235207;52235207;KADI AG;Thunstettenstrasse27;KADI AG, Thunstettenstrasse27, 4900, Switzerland ;4900;4900 BE;RW, WM;PP(VI), WM(VIII), PP(VIII), FFPP(VIII);;
CH 85135121;;;85135121;85135121;Keller Lebensmittelhandel;Manesseplatz88;Keller Lebensmittelhandel, Manesseplatz88, 8045, Switzerland ;8045;8045 ZH;CS;;;
CH 309;47,4078276;9,2902193;309;52221288;Gemperli, Ernst Sutter AG;Schlachthofstrasse5;Gemperli, Ernst Sutter AG, Schlachthofstrasse5, 9015, Switzerland ;9015;9015 SG;CS, RW;MM(V), MP(V), PP(VI);;
CH 45772895;47,505661;8,4617262;45772895;45772895;Sunn Farm AG;Neeracherstrasse32;Sunn Farm AG, Neeracherstrasse32, 8162, Switzerland ;8162;8162 ZH;CS;EPC(X);;
CH CH 67708631;;;CH 67708631;67708631;Geflügelhof Inauen AG;Rütelenweg2;Geflügelhof Inauen AG, Rütelenweg2, 8635, Switzerland ;8635;8635 ZH;CS;EPC(X);;
CH 2026;47,0648166;7,6025568;2026;75315559;Milka Käse AG Burgdorf Käsehandel;Buchmattstrasse15;Milka Käse AG Burgdorf Käsehandel, Buchmattstrasse15, 3400, Switzerland ;3400;3400 BE;RW, WM;PP(IX);;
CH 65957625;46,90566;8,255569;65957625;65957625;Bruno's Best AG;Kägiswilerstrasse35;Bruno's Best AG, Kägiswilerstrasse35, 6060, Switzerland ;6060;6060 OW;RW;PP(IX), PP(X);;
CH 46443024;46,5066111;6,6848523;46443024;46443024;Nikki Trading Ltd;Chemin des Terrasses 32;Nikki Trading Ltd, Chemin des Terrasses 32, 1095, Switzerland ;1095;1095 VD;CS, RW, WM;PP(IX), CC(IX), PP(XIII);;
