Nº RGSEAA; Razón Social;Provincia/Localidad;lat;lng;Actividades;Especies;Otros Detalles
10.00974/B;TRIPAS ORS SL;Barcelona/ARENYS DE MUNT;41.6095429;2.5400513;PP;;ST
10.00979/NA;LORENZ CASTIELLA, DANIEL;Navarra/MENDIGORRIA;42.6265594;-1.8338648;CS;;
10.00981/CO;EMBUTIDOS CAMILO RIOS S.L.;Córdoba/FUENTE OBEJUNA;38.2670779;-5.4196549;CP, PP;;MP
10.00984/M;CARBALLO ANTELO FRANCISCO;Madrid/MADRID;40.4167047;-3.7035825;CS;;
10.01000/B;UNIO INTEGRAL ALIMENATARIA S.A.;Barcelona/FRANQUESES DEL VALLES (LES);41.6189917;2.3007451;CP, MM, MP, PP;;MP
10.01010/B;TERRASSA CARNES INDUSTRIALIZADAS SA;Barcelona/TERRASSA;41.5697302;2.0132071;CS, RW, CP, MM, MP;;
10.01016/TE;JOSE ANTONIO SANCHEZ JUAN;Teruel/MONREAL DEL CAMPO;40.7894628;-1.3535011;SH, CP, MM, MP, PP;P;MP
10.01018/PM;RAMADERS AGRUPATS SAT 4054;Palma de Mallorca/FELANITX;39.5731715;2.7120276;RW, CP, MM, MP, PP;;MP
10.01030/V;CARNES OLIVER, S.A.;Valencia/València/ALBALAT DELS SORELLS;39.5436955;-0.3461912;RW, CP, MM, MP, PP;;MP
10.01036/B;OVINOS DEL TER SLU;Barcelona/GURB;41.941144;2.2426161;CP;;
10.01049/MA;TRIPACOL S.A.;Málaga/COLMENAR;36.5482674;-5.3906874;PP;;ST
10.01054/B;RIDOR SL;Barcelona/SANT FRUITOS DE BAGES;41.9001033;2.2831232;PP;;MP
10.01057/T;PAVO Y DERIVADOS SA;Tarragona/AMPOSTA;40.71;0.58;CS, SH, CP, MM, MP;A;
10.01068/V;GOURMET, S.A.;Valencia/València/PATERNA;39.5039227;-0.4421014;RW, PP;;MP
10.01069/GR;TERESA TORRES S.L.;Granada/ATARFE;37.2227209;-3.6882397;RW, CP, MM, MP, PP;;MP
10.01070/SA;INDUSTRIAS CARNICAS HERMANOS BAZO MARTIN, S. L.;Salamanca/PAYO (EL);40.285987;-6.727501;PP;;MP
10.01074/PM;MATADEROS ISLEÑOS, SA;Palma de Mallorca/INDIOTERIA (SA);39.6158905;2.6739831;SH, CP, MM, MP;A;
10.01075/CA;AVES INAVICO S.L.;Cádiz/OLVERA;36.9346499;-5.2599069;CS, SH, CP, PP;A;BL
10.01077/SA;GONZALEZ GOMEZ, ANTONIO;Salamanca/LEDRADA;40.4691646;-5.7201455;RW, PP;;MP
10.01079/B;ALIMENTS I EMBOTITS SA;Barcelona/CALLDETENES;41.9257651;2.2834318;MM, MP, PP;;MP
10.01085/CO;MARTINEZ CASTELL S.L.;Córdoba/FUENTE PALMERA;37.7032348;-5.104126;MM, MP, PP;;MP
10.01086/CS;PUIG MOLINER, DAMASO;Castellón/Castelló/CATI;40.4715653;0.0228594;PP;;MP
10.01087/AV;MATADERO FRIGORIFICO DE MUÑOGALINDO, S. L.;Ávila/MUÑOGALINDO;40.6043441;-4.8982345;SH, CP;B, C, O;
10.01089/SG;VICTOR BURGOS HERRANZ;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.01090/SG;EMBUTIDOS Y JAMONES GAMAR S.L.;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.01099/C;POLLOS DE LAIÑO, S.L.;Coruña, A/DODRO;42.7154865;-8.7148139;SH, CP;A;
10.01104/B;EMBUTIDOS ALVEN SL;Barcelona/SANT JOAN DE VILATORRADA;41.9001033;2.2831232;MM, MP, PP;;MP
10.01106/AV;MARTIN MARTIN BLAZQUEZ, S. A.;Ávila/MUÑANA;40.5908234;-5.0143472;CP, MM, MP, PP;;MP
10.01108/BI;LUIS THATE S.L.;Bizkaia/ZAMUDIO;43.2827605;-2.8623645;PP;;MP
10.01112/SG;JORGE MENDOZA S.L.;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.01115/GR;PAYAN HERMANOS S.A.;Granada/MARACENA;37.2077709;-3.6332988;SH, CP, MM, MP, PP;A;MP
10.01122/M;INDUSTRIAS MADRILEÑAS DE LA CARNE S.A.;Madrid/LEGANES;40.3281942;-3.76527;CS, RW, CP, MM, MP;;MP
10.01125/SA;FRANCISCO MARTIN MARTIN;Salamanca/GUIJUELO;40.5575663;-5.6715735;PP;;MP
10.01126/GR;JAMONES DE TREVELEZ JOAQUIN S.L.;Granada/TREVELEZ;37.0009122;-3.2652119;CS, PP;;MP
10.01134/M;HIJOS DE FRANCISCO PARRA S.L.;Madrid/MADRID;40.4167047;-3.7035825;PP;;MP
10.01139/MA;RIVAS MATADERO DE CONEJOS S.L.;Málaga/FUENTE DE PIEDRA;37.1351770852;-4.7315990605;SH;L;
10.01147/M;PRESA Y CALVETE S.A.;Madrid/MADRID;40.4167047;-3.7035825;MM, MP, PP;;MP
10.01148/V;LEANDRO GUERRERO IMPORTACION Y EXPORTACION TRIPAS PARA EMBUTIDO,S.L.;Valencia/València/MANISES;39.4768715;-0.3768739;PP;;ST
10.01153/B;FORCA ALVAREZ, DAVID;Barcelona/BADALONA;41.4493539;2.248254;MM, MP, PP;;MP
10.01159/SO;ELABORACION DE TRIPAS HERMANOS GARCIA, S. L.;Soria/SORIA;41.7633842;-2.4642041;PP;;ST
10.01163/MU;BELCHI HERMANOS, S.L.;Murcia/ALHAMA DE MURCIA;37.8515173;-1.4264424;CS, CP, PP;;MP
10.01171/SS;MORCILLAS CARCEDO, S.L.;Gipuzkoa/ERRENTERIA;43.3125271;-1.8986133;PP;;MP
10.01179/BU;JULIAN GARCIA ROMERA;Burgos/ARANDA DE DUERO;41.6714476;-3.6851427;PP;;ST
10.01182/B;MATADERO FRIGORIFICO DEL CARDONER SA;Barcelona/SANT JOAN DE VILATORRADA;41.9001033;2.2831232;CS, SH, CP, MM, MP, MSM, PP;P, B, C, O;MP, ST
10.01184/B;SAT 560 MATADERO COMARCAL DEL BAGES (MACOBA);Barcelona/SANT JOAN DE VILATORRADA;41.9001033;2.2831232;SH, CP, PP;P;ST
10.01185/GE;FRIGORIFICS CORNELLA SAU;Girona/CORNELLA DEL TERRI;42.0898363;2.8157343;SH, CP, MM, MP, PP;P, B, S;MP
10.01204/B;MATADERO FRIGORIFICO AVINYO SA;Barcelona/AVINYO;41.35597085;1.782397796;CS, SH, CP, MSM, PP;P;
10.01209/CS;FRIGORIFICOS SANZ, S.L.;Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA;40.4715653;0.0228594;RW, MM, MP, PP;;MP
10.01213/CS;EMBUTIDOS CENTELLES S.L.;Castellón/Castelló/ATZENETA DEL MAESTRAT;40.2166007;-0.1709719;RW, CP, MM, MP, PP;;MP
10.01216/PM;EMBUTIDOS BLANCO, S.L.;Palma de Mallorca/FELANITX;39.5731715;2.7120276;RW, CP, PP;;MP
10.01219/AB;PRODUCTOS ALIMENTICIOS ALBACETE, S.A.;Albacete/ALBACETE;38.9951049;-1.8559613;CS, SH, CP;A;
10.01220/PM;EMBOTITS OBRADOR, S.L.;Palma de Mallorca/FELANITX;39.5731715;2.7120276;MM, MP, PP;;MP
10.01222/AV;CARHESAN, S. A.;Ávila/MUÑANA;40.5908234;-5.0143472;RW, PP;;MP
10.01225/AV;FELIX BERNALDO DE QUIROS S.L.;Ávila/CAÑADA (LA);40.606713;-5.3385249;SH, CP, MM, MP, PP;P;MP
10.01235/PM;EMBUTIDOS AGUILO, S.L.;Palma de Mallorca/SOLLER;39.5768227;2.6541438;PP;;MP
10.01241/PM;BARTOLOME VERD LLABRES, SL;Palma de Mallorca/SENCELLES;39.5784881;2.7109636;PP;;MP
10.01259/M;JULIAN Y BALBINO S.L.;Madrid/ALCORCON;40.3467624;-3.8286316;CS, RW, PP;;MP
10.01261/GE;FRIGORÍFICOS CÁRNICOS LAS FORCAS SL - (FRICAFOR);Girona/VILAFANT;42.2515266;2.9418008;CS, SH, CP, PP;B;ST
10.01263/GE;COOPECARN GIRONA SLU;Girona/CASSA DE LA SELVA;41.8866289;2.8737523;CP, MM, MP, PP;;
10.01269/TE;JAMONES ROQUETA S.L;Teruel/MANZANERA;40.0577849;-0.8302624;PP;;MP
10.01272/PM;CARNES Y ALIMENTOS MAS CRESPO, SA;Palma de Mallorca/COLL DE'N RABASSA (ES);39.5511589;2.6971459;CP, MM, MP, PP;;MP
10.01274/B;MAFRIGES SA;Barcelona/SANT VICENÇ DE TORELLO;42.0630229;2.272337;CS, SH, CP, MSM, PP;P;MP
10.01279/SE;TOMAS GUERRERO S.L.;Sevilla/MORON DE LA FRONTERA;37.1223593;-5.4555183;CS, SH, CP, MM, MP, PP;A;BL, MP
10.01282/LO;EMBUTIDOS ISMAEL SL;Rioja, La/MURO DE AGUAS;42.1334505;-2.1120071;PP;;MP
10.01287/B;EMBOTITS COMELLAS SA;Barcelona/TORELLO;42.0478304;2.2643391;RW, MM, MP, PP;;MP
10.01290/B;ESCORXADOR ROJAS I ROCA SL;Barcelona/FRANQUESES DEL VALLES (LES);41.6189917;2.3007451;SH, CP, MM, MP, PP;A, L;MP
10.01291/VA;HERMI CARNE DE CONEJO S.L.U.;Valladolid/CISTERNIGA;41.6121464;-4.6851558;CS, SH, CP;L;
10.01292/MA;GRANJA AVICOLA LA TORRECILLA S.A.;Málaga/MALAGA;36.7210805;-4.421041;CS, CP;;
10.01293/B;PATEL S.A.U.;Barcelona/SANTA MARIA DE CORCO;41.6110502;2.1374456;CS, SH, CP, PP;P;ST
10.01295/SA;JESUS MARCOS E HIJOS, S. L.;Salamanca/MARTIN DE YELTES;40.8067817;-5.6000097;PP;;MP
10.01298/TE;FRIGORIFICOS VELILLA S.L;Teruel/ALCAÑIZ;41.0197752;-0.2082888;CP, MM, MP, PP;;MP
10.01303/LO;EMBUTIDOS GAMBOA SL;Rioja, La/CASALARREINA;42.5479528;-2.9110775;CS, PP;;MP
10.01304/LO;EMBUTIDOS GARMAN S.A.;Rioja, La/MANJARRES;42.3918759;-2.6758322;PP;;MP
10.01305/LU;CHORIZOS CEIDE, S.L.;Lugo/LUGO;43.0106089;-7.556567;MM, MP, PP;;MP
10.01307/M;INDUSTRIAS CARNICAS VICENTE LOPEZ, S.A.;Madrid/TRES CANTOS;40.5991506;-3.7118812;PP;;MP
10.01317/GE;EMBOTITS MASOLIVER SL;Girona/VALL D'EN BAS (LA);42.24141245;2.4326425163;CS, RW, PP;;
10.01318/GE;BOADAS EMBUTIDOS Y CONSERVAS SL;Girona/PALOL DE REVARDIT;42.0694953;2.7958985;PP;;MP
10.01321/GE;JAUME ABRAS SA;Girona/RIUDELLOTS DE LA SELVA;41.8954981;2.8022296;RW, MM, MP, PP;;MP
10.01322/L;EMBOTITS GOU SL;Lleida/PALAU D'ANGLESOLA (EL);41.6518395;0.8817474;MM, MP, PP;;MP
10.01324/B;QUINTANA GENDRAU, RAMON;Barcelona/BAGA;42.2527659;1.8625903;MM, MP, PP;;MP
10.01328/B;FABRICA DE EMBUTIDOS V. SERRET M. SL;Barcelona/PAPIOL (EL);41.4364229;2.0099593;CP, MM, MP, PP;;MP
10.01331/BA;JAMONES Y EMBUTIDOS DE JEREZ LA JAMONERIA S.A.;Badajoz/JEREZ DE LOS CABALLEROS;38.3201991;-6.7713389;CP, PP;;MP
10.01332/BA;EMBUTIDOS GOMEZ DELGADO S.L.;Badajoz/VILLAFRANCA DE LOS BARROS;38.5613352;-6.3392388;PP;;MP
10.01337/AV;EMBUTIDOS LA SERROTA S.L.;Ávila/MUÑOGALINDO;40.6043441;-4.8982345;MM, MP, PP;;MP
10.01340/VI;EMBUTIDOS ARCENIEGA, S.A.;Araba/Álava/ARTZINIEGA;43.13071515;-3.14077782;CP, PP;;MP
10.01342/CR;RUALCO, S.A.;Ciudad Real/SOCUELLAMOS;39.2834014;-2.7904645;RW, CP, PP;;MP
10.01345/BA;JAMONES EMILIO DIAZ C.B.;Badajoz/JEREZ DE LOS CABALLEROS;38.3201991;-6.7713389;PP;;MP
10.01349/B;EMBUTIDOS ARTESANOS CASA PAREDES S.L.;Barcelona/SANTA COLOMA DE GRAMENET;41.6110502;2.1374456;CP, MM, MP, PP;;MP
10.01351/SE;MATADEROS DEL SUR S.A.;Sevilla/SALTERAS;37.4188774;-6.1109126;SH, CP, PP;P, B, C, O;MP
10.01357/BA;ORO GRASO S.L.;Badajoz/HIGUERA LA REAL;38.1422119;-6.6886778;CP, PP;;MP
10.01358/BI;CHORIZOS DE OROZKO, HERMANOS VALENCIA, S.A.;Bizkaia/OROZKO;43.1065632;-2.9121005;PP;;MP
10.01359/CR;NICO JAMONES, S.L.;Ciudad Real/LUCIANA;38.9844387;-4.2925731;RW, PP;;MP
10.01375/TO;HERMANOS ALCAZAR, C.B.;Toledo/VILLATOBAS;39.9004884;-3.3227447;PP;;MP
10.01386/CU;LUIS LORIENTE, S.L.;Cuenca/TARANCON;40.0086075;-3.0102243;PP;;MP
10.01389/SA;SOCIEDAD COOPERATIA CHACINERA ALBERCANA;Salamanca/ALBERCA (LA);40.4889361;-6.1104867;PP;;MP
10.01400/LU;NOVAFRIGSA, S.A.;Lugo/LUGO;43.0106089;-7.556567;RW, SH, CP, MM, MP, PP;B;MP, ST
10.01402/GE;EMBOTITS FALGAS SL;Girona/SANT MIQUEL DE FLUVIA;42.1732143;2.9904591;PP;;MP
10.01407/SG;FABRICA DE EMBUTIDOS LA PRUDENCIA S.A.;Segovia/VILLACASTIN;40.7792977;-4.4122824;PP;;MP
10.01410/NA;ARBIZU, S.L.;Navarra/ARBIZU;42.9147356;-2.0394169;RW, PP;;MP
10.01411/BA;EUGENIO BARRAGAN S.A.;Badajoz/BERLANGA;38.2827163;-5.8303175;PP;;MP
10.01412/BU;HERMANOS LOPEZ MARTINEZ, S. A.;Burgos/VILLARCAYO;42.93389215;-3.5875662908;PP;;MP
10.01413/B;ANETO NATURAL SL;Barcelona/ARTES;41.7986735;1.9548856;PP;;MP
10.01417/SO;CADESO SL;Soria/OLVEGA;41.779562;-1.9843627;MM, MP, PP;;MP
10.01419/OR;VIUDA E HIJOS DE SEVERINO SOBRINO, S.L.;Ourense/MELON;42.2589852;-8.2137609;PP;;MP
10.01421/BA;CARNICAS CARO 2012, S.L.;Badajoz/CASTUERA;38.7203084;-5.5462917;CP, PP;;MP
10.01423/PM;FRANCISCO TEJEDOR GARCIA, S.A.;Palma de Mallorca/FELANITX;39.5731715;2.7120276;RW, PP;;MP
10.01428/GR;JIMENEZ FUENTES, JOSE MIGUEL;Granada/HUESCAR;37.8109872;-2.539692;PP;;MP
10.01429/TE;JAMONES MATA S.L.U.;Teruel/RUBIELOS DE MORA;40.1904408;-0.6519276;SH, CP, MM, MP, PP;P;MP
10.01433/CO;EMBUTIDOS CABALLERO S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CP, MM, MP, PP;;MP
10.01436/AV;GARRUDO BENITO, S. L.;Ávila/PIEDRAHITA;40.4634851;-5.3275956;CP, MM, MP, PP;;MP
10.01437/CR;CHACINAS PERFECTO, S.A.;Ciudad Real/SOLANA (LA);38.941937;-3.236528;RW, CP, MM, MP, PP;;MP
10.01439/NA;EMBUTIDOS ARIZALETA, S.L.;Navarra/CIZUR MENOR;42.7863469;-1.6739483381;RW, PP;;MP
10.01440/BA;CAYETANO PANTOJO S.A.;Badajoz/HIGUERA LA REAL;38.1422119;-6.6886778;PP;;MP
10.01444/T;BUNDO MARQUES, MANUEL;Tarragona/ARBOÇ (L');41.3389933;1.4625495;CS, CP, MM, MP, PP;;MP
10.01445/TE;JAMONES Y EMBUTIDOS ALTO MIJARES S.L.;Teruel/FORMICHE ALTO;40.3244433;-0.8931483;SH, CP, MM, MP, PP;P;MP
10.01446/SG;MARIANO LOPEZ E HIJOS S.L.;Segovia/CANTIMPALOS;41.0749779;-4.157959;SH, CP, PP;P;MP
10.01447/NA;EMBUTIDOS SAN ANTON S.L.;Navarra/BARILLAS;41.97102;-1.6627451;RW, SH, CP, PP;P;BL, MP
10.01449/BI;PRODUCTOS ZUBICABA S.L.;Bizkaia/SESTAO;43.3094332;-3.0075947;CS, PP;;MP
10.01450/NA;IRIGOYEN ESTAREGUI, MARCELINO SANTOS;Navarra/VILLATUERTA;42.6595159;-1.9934011;RW, CP, PP;;MP
10.01451/TE;JAMONES JOSANZ, S.L;Teruel/CEDRILLAS;40.4366612;-0.8523204;PP;;MP
10.01452/NA;PAMPLONICA, S.L.;Navarra/BERIAIN;42.7413707;-1.6344175;RW, PP;;MP
10.01453/GE;EMBOTITS BOADA PORCEL SL;Girona/VILOBI D'ONYAR;41.8882291;2.7423246;CP, MM, MP, PP;;MP
10.01456/M;LOS MESEJO S.A. LOMESA;Madrid/MADRID;40.4167047;-3.7035825;CP, MM, MP;;
10.01459/BA;PRODUCTOS IBERICO BARROSO S.L.;Badajoz/OLIVA DE LA FRONTERA;38.2766978;-6.918071;PP;;MP
10.01466/NA;CARNICAS IRUÑA VELASCO, S.A.;Navarra/ORKOIEN;42.82612875;-1.7066721565;CP;;
10.01467/LE;PALCARSA, S. L.;León/SAN JUSTO DE LA VEGA;42.4544676;-6.0145618;CS, PP;;MP
10.01468/CO;CELESTINO GOMEZ PARRA S.A.;Córdoba/ESPIEL;38.1877196;-5.0204062;CP, PP;;MP
10.01469/CC;H. DE LUIS DIAZ VAZQUEZ, C.B.;Cáceres/SERRADILLA;39.8294906;-6.1399404;CP, PP;;MP
10.01477/SG;MARIANO PASCUAL, S. A.;Segovia/CARBONERO EL MAYOR;41.1223601;-4.2652816;PP;;MP
10.01481/V;MAYORISTAS DE AVES DE VALENCIA, S.L.;Valencia/València/VALENCIA;39.4699014;-0.3759513;RW, CP, PP;;MP
10.01484/SO;CAMPOFRIO FOOD GROUP, S. A.;Soria/OLVEGA;41.779562;-1.9843627;CS, PP;;MP
10.01493/NA;CARNICAS REGALADO;Navarra/PAMPLONA/IRUÑA;42.8185502;-1.6444165;CP, PP;;MP
10.01495/SE;UNION CHACINERA S.L.;Sevilla/ECIJA;37.5406007;-5.079589;SH, CP, PP;P;MP
10.01497/BI;PEDRO MARTIN SUCESORES, S.A.;Bizkaia/OROZKO;43.1065632;-2.9121005;PP;;MP
10.01500/AB;CARRION MORENILLA, DARIO;Albacete/FUENTEALBILLA;39.2672535;-1.5492219;SH, CP, MM, MP, PP;P, C, O;BL, MP
10.01506/T;PAVO Y DERIVADOS SA;Tarragona/ROQUETES;40.8203657;0.50343;CS, SH, CP, MSM;A;
10.01514/CS;GARCIA ROIG, ENRIQUE;Castellón/Castelló/BENASAL;40.3797796;-0.1407695;MM, MP, PP;;MP
10.01537/SO;EMBUTIDOS UXAMA SL;Soria/BURGO DE OSMA (EL);41.5871098;-3.0667582;CP, MM, MP, PP;;MP
10.01539/SG;NARCISO POSTIGO E HIJOS S. L.;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.01560/Z;ARAGONESA DEL JAMON S.A.;Zaragoza/MUELA (LA);41.5805004;-1.116297;RW, PP;;MP
10.01561/BI;CARNICAS CAPRE S.L.;Bizkaia/DERIO;43.2916949;-2.8858821;RW, CP;;
10.01563/J;SOCIEDAD COOPERATIVA ANDALUZA HERMUSAN;Jaén/MARTOS;37.7189553;-3.9705647;RW, CP, MM, MP, PP;;MP
10.01565/SA;SERRANOS DICO, S. L.;Salamanca/CALZADA DE DON DIEGO;40.905963;-5.9020784;PP;;MP
10.01568/SG;ANDRES PINELA E HIJOS, S. L.;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.01572/CR;HIJOS DE CRISTINO GOMEZ, S.L.;Ciudad Real/ARGAMASILLA DE CALATRAVA;38.7272946;-4.0793701;RW, CP, PP;;MP
10.01575/SA;JUAN GARCIA GOMEZ, S. A.;Salamanca/CANDELARIO;40.3317866;-5.7466575305;PP;;MP
10.01576/SA;INDUSTRIAS CARNICAS DE ARRIBA, S. L.;Salamanca/PUERTO DE BEJAR;40.350033;-5.8388761;PP;;MP
10.01577/PM;EMBUTIDOS ESTRANY, SA;Palma de Mallorca/INCA;39.6015126;2.6783396;RW, CP, MM, MP, PP;;MP
10.01578/CR;HERMANOS DONOSO, S.L.;Ciudad Real/ALMAGRO;38.888238;-3.7118218;RW, PP;;MP
10.01579/SG;EMBUTIDOS POSTIGO, S. A.;Segovia/CANTIMPALOS;41.0749779;-4.157959;PP;;MP
10.01593/PM;EMBUTIDOS MUNAR, S.L.;Palma de Mallorca/PORRERES;39.5480786;2.9751395;CS, PP;;MP
10.01596/AB;INDUSTRIAL PEÑAS, S.C.L.;Albacete/PEÑAS DE SAN PEDRO;38.7266169;-2.0019637;MM, MP, PP;;MP
10.01597/L;VILA LAFARGUE, PERE;Lleida/CERVERA;41.6730398;1.2729563;MM, MP, PP;;MP
10.01604/SG;LAS ÑAVAS S.L.;Segovia/CARBONERO EL MAYOR;41.1223601;-4.2652816;PP;;MP
10.01605/M;FIAMBRES LA MADRILEÑA S.A.;Madrid/MADRID;40.4167047;-3.7035825;PP;;MP
10.01607/J;C.B. JOSE LUIS VAZQUEZ Y OTRO MAS;Jaén/VILCHES;38.2107652;-3.5130577;PP;;ST
10.01611/M;ZANCAJO HERNANDEZ, GABRIELA;Madrid/MADRID;40.4167047;-3.7035825;CS;;
10.01620/B;DESPIECE DEL CERDO SL;Barcelona/MANLLEU;41.9999811;2.2841159;PP;;MP
10.01628/M;INDUSTRIAS CARNICAS VAQUERO, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, RW, SH, CP;P;
10.01630/BU;TOMAS ARCEREDILLO OCA;Burgos/PRADOLUENGO;42.3240458;-3.2003931;PP;;MP
10.01631/B;AVINFRET SA;Barcelona/AVINYO;41.35597085;1.782397796;CP, MM, MP, PP;;MP
10.01633/LO;JUAN MATIAS SOBRON MARTINEZ;Rioja, La/BAÑOS DE RIO TOBIA;42.3348282;-2.7612306;PP;;MP
10.01637/LO;HIJO DE JOSE MARTINEZ SOMALO S.L.;Rioja, La/BAÑOS DE RIO TOBIA;42.3348282;-2.7612306;CS, PP;;MP
10.01648/B;BELMONTE SCP;Barcelona/BARCELONA;41.3825596;2.1771353;MM, MP, PP;;MP
10.01649/B;CATALANA DE EMBUTIDOS SA;Barcelona/BALSARENY;41.8631839;1.8755997;MM, MP, PP;;MP
10.01652/S;VICTOR FRANCISCO ROBLEDO GARCIA;Cantabria/CAMARGO;43.40794;-3.88487;CS, SH;L;
10.01654/MU;MATADERO DE CONEJOS GAZQUEZâ€œâ€œ;Murcia/NAVARES;38.0356973;-1.9339049;SH;L;
10.01655/GE;RAMON VENTULA SA;Girona/OLOT;42.1821928;2.4890165;CS, PP;;MP
10.01656/B;EMBOTITS CASSANY SA;Barcelona/TARADELL;41.8762624;2.2859511;MM, MP, PP;;MP
10.01657/L;EMBUTIDOS BI HER SA;Lleida/BALAGUER;41.7897204;0.8054914;MM, MP, PP;;MP
10.01658/GE;FRANCISCO PUIGVERT SL;Girona/OLOT;42.1821928;2.4890165;PP;;MP
10.01662/MU;MURGACA;Murcia/SAN FELIX;37.9617338;-1.0871649;SH, CP;B, C, O;
10.01664/VA;SADA P.A. CASTILLA-GALICIA, S. A.;Valladolid/VALLADOLID;41.6521328;-4.728562;CS, SH, CP;A;
10.01665/TF;VALENTIN PEÑA CARTAYA, S.L.;Santa Cruz de Tenerife/TACORONTE;28.4805316;-16.4137605;RW;;
10.01672/MU;ELPOZO ALIMENTACION, S.A.;Murcia/ALHAMA DE MURCIA;37.8515173;-1.4264424;CS, SH, CP, MM, MP, MSM, PP;P;BL, MP
10.01678/PO;INDUSTRIAS FRIGORIFICAS DEL LOURO, S.A.-FRIGOLOURO;Pontevedra/PORRIÑO (O);42.1161648;-8.6637623;CS, RW, SH, CP, MM, MP, PP;P;BL, MP
10.01684/J;INDUSTRIAS CARNICAS HERMANOS MELLADO S.L.;Jaén/JAEN;37.7728858;-3.7883289;SH, CP;B, C, O;
10.01686/BU;FRIO BURGOS, S. A.U.;Burgos/BURGOS;42.343926;-3.696977;CS;;
10.01697/CR;CARNES Y EMBUTIDOS VILLASEÑOR, S.L.;Ciudad Real/CIUDAD REAL;38.95975095;-3.8828282392;RW, CP, MM, MP, PP;;MP
10.01699/GE;ESTEBAN ESPUÑA SA;Girona/OLOT;42.1821928;2.4890165;CS, PP;;MP
10.01702/AV;CARNAVI S. L.;Ávila/AVILA;40.6565163;-4.6998361;CS, CP, MM, MP, PP;;MP
10.01703/AL;CARNICAS MARIA S.A.;Almería/MARIA;37.7316093;-2.1643052;PP;;MP
10.01704/AB;SAEZ ANDRES, JULIAN;Albacete/ALBACETE;38.9951049;-1.8559613;PP;;MP
10.01705/BA;JAMONES Y EMBUTIDOS ROMERO S.L.;Badajoz/SEGURA DE LEON;38.1199347;-6.5290164;CP, PP;;MP
10.01707/OR;MATADERO FRIGORIFICO RUBIO, S.A.;Ourense/XINZO DE LIMIA;42.0630367;-7.7260622;SH, CP;B, C, O;
10.01709/M;M.R.M. 2 , S.A.;Madrid/MOSTOLES;40.3238525;-3.8649214;CS, RW, MM, MP, PP;;MP
10.01710/SG;JUAN LLORENTE S.L.;Segovia/CARBONERO EL MAYOR;41.1223601;-4.2652816;PP;;MP
10.01712/H;JAMONES LA JOYA JABUGO S.L.;Huelva/JABUGO;37.9167323;-6.7285322;RW, CP, PP;;MP
10.01714/V;DANIEL CERVERA , S.A.;Valencia/València/ALBAL;39.5436955;-0.3461912;CS, CP, MM, MP, PP;;MP
10.01716/AL;SECADEROS MONTESUR S.L.;Almería/MARIA;37.7316093;-2.1643052;PP;;MP
10.01724/H;DOMINGUEZ MANZANO E HIJOS S.A.;Huelva/CORTELAZOR;37.9355892;-6.6246669;CP, MM, MP, PP;;MP
10.01738/B;SILVANMONTE SL;Barcelona/BARCELONA;41.3825596;2.1771353;CP, PP;;MP
10.01744/V;GONZALEZ CASTELLO, JOSE LUIS;Valencia/València/MANUEL;39.0513265;-0.4909038;RW;;ST
10.01751/PO;INDUSTRIAS FRIGORIFICAS DEL DEZA, S.L.;Pontevedra/LALIN;42.6614127;-8.1109759;CS, RW, SH, PP;P, B;MP, ST
10.01758/MU;PUSAN SECADEROS DE EUROPA, S.A.;Murcia/TORRES DE COTILLAS (LAS);37.7710024;-1.5001618;RW, PP;;MP
10.01760/ZA;HIJOS DE DIONISIO SANCHEZ, S. A.;Zamora/FUENTESAUCO;41.2307077;-5.4960881;RW, CP, PP;;MP
10.01764/B;L'OBRADOR DE M. GRIFUL SL;Barcelona/SANT CUGAT DEL VALLES;41.9001033;2.2831232;MM, MP, PP;;MP
10.01769/GE;FONT SANS SA;Girona/SANT FELIU DE PALLEROLS;42.0758164;2.5078037;PP;;MP
10.01779/SG;MIGUEL OLMOS ROMANO;Segovia/CARBONERO EL MAYOR;41.1223601;-4.2652816;PP;;MP
10.01781/GE;RAFAEL BARO SA;Girona/CERVIA DE TER;42.0676956;2.9122136;PP;;MP
10.01782/GE;LUIS OLIVERAS SA;Girona/OLOT;42.1821928;2.4890165;RW, PP;;MP
10.01798/OR;COOPERATIVAS ORENSANAS, SOC. COOPERATIVA GALEGA;Ourense/OURENSE;42.3436415;-7.8674242;CS, RW, SH, CP, MM, MP, MSM, PP;A;MP
10.01799/CC;HERMANOS GALEA S.A.;Cáceres/MONROY;39.637491;-6.21351;CP, MM, MP, PP;;BL, MP
10.01802/SA;ANGEL OLIVA MATEOS;Salamanca/SAN MIGUEL DE VALERO;40.4384348;-5.7527304;MM, MP, PP;;MP
10.01806/M;DISTRIBUCIONES AVICOLAS ARRANZ, S.L.;Madrid/PARACUELLOS DE JARAMA;40.5050986;-3.531845;CS, CP, MM, MP, MSM;;
