code;# Bundesland;Name des Betriebs;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH2;CP2;SH3;CP3;GHE;CP4;MM;MP;MSM;PP;CC;PP2;CC2;PP3;CC3;PP4;CC4;PP5;CC5;PP6;EPC;LEP;PP7;AH;FV;ZV;FFPP;PP8;WM2;PC;DC;PP9;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;lat;lng
BW 77029;BW;Metzgerei Karl Müller GmbH;Keltenstraße 10;72469 Meßstetten;;BW 77029;;;;;B, C, O, P;B, C, O, P;;;;fG;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1718366;8.9507811
BW 77030;BW;Metzgerei Robert Ruof;Winkelstraße 17;72369 Zimmern u.d.B.;;BW 77030;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.22103;8.71602
BW 77031;BW;Landmetzgerei Jakob Bayer;Hauptstraße 30;72364 Obernheim;;BW 77031;;;;;C, O, P;B, C, O, P;;;;;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1651202;8.8585795
BW 77034;BW;Lammschlachterei Schwarz;Kreuzergärtle 13;72401 Haigerloch OT Stetten;;BW 77034;;;;;C, O;C, O;;;;;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3596;8.81767
BW 77035;BW;Jakob's Metzge;Beim Staudamm 3;72355 Schömberg;;BW 77035;;;;;B, C, O, P;B, C, O, P;;;;;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.21214;8.7663
BW 77037;BW;Uria Metzgerei;Dorfstraße 42;72336 Balingen OT Ostdorf;;BW 77037;;;;;B;B;;;;;;;B;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3039074;8.8386865
BW 77038;BW;Dieringer GbR;Hängenbachhof 1;72414 Rangendingen;;BW 77038;;;;;B, C, O;B, C, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3918385;8.8745979
BW 77039;BW;Landmetzgerei Günther Huonker;Allmendstraße 20;72348 Rosenfeld OT Täbingen;;BW 77039;;;;;;B, C, O, P;;;;;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.24289;8.72441
BW 77040;BW;Direktvermarkter Michael Junker;Am Scheibenbühl 8;72364 Obernheim;;BW 77040;;;;;B, C, O, P;B, C, O, P;;;;;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.15845;8.86414
BW 77041;BW;Volker Merz;Neue Straße 9;72469 Meßstetten OT Tieringen;;BW 77041;;;;;C, O, P;B, C, O, P;;;;;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1993313;8.8753712
BW 77043;BW;Martin und Simon Beck GbR;Bruderschaftsstraße 50;72415 Grosselfingen;;BW 77043;;;;;;;;;fG;fG;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.33218;8.88688
BW 77044;BW;Metzgerei Bader;Erich-Kästner-Straße 13;72461 Albstadt OT Tailfingen;;BW 77044;;;;;;B, C, O, P;;;;fG;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.2531086;9.0151491
BW 77050;BW;Metzgerei Fleischwaren Maier;Schloßackerstraße 2;72379 Hechingen;;BW 77050;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3483118;8.949718
BW 77051;BW;Metzgerei Alt;Lange Straße 12;72461 Albstadt OT Tailfingen;;BW 77051;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.2538721;9.0156964
BW 77052;BW;Stiftung St. Elisabeth;Herrenackerstraße 22;72379 Hechingen;;BW 77052;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.3554428;8.9685438
BW 77053;BW;Evangelische Heimstiftung Haus am Stettberg;Ostdorfer Straße 83;72336 Balingen;;BW 77053;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.2863764;8.8503944
BW 77054;BW;Metzgerei Schäfer GbR;Unterdorf 11;72401 Haigerloch OT Bittelbronn;;BW 77054;;;;;;B, C, O, P;;;;;wU;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3856264;8.7732647
BW 77055;BW;Ameos Pflege GmbH Haus Kleebühl;Hermann-Frey-Straße 28;72474 Winterlingen;;BW 77055;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.17279;9.11152
BW 77056;BW;Metzgerei Huber;Marktplatz 5;72379 Hechingen;;BW 77056;;;;;;B, C, O, P;;;;;;wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.35265;8.96444
BW 77057;BW;Metzgerei Weiler;Im Maierhof 2;72379 Hechingen;;BW 77057;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3535595;8.9704051
BW 77058;BW;Ev. Gesamtkirchengemeinde Ebingen;Spitalhof 10;72458 Albstadt;;BW 77058;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.2142088;9.0255652
BW 77059;BW;Thomas Seitz Essen auf Rädern;Am Bangraben 17;72336 Balingen OT Ostdorf;;BW 77059;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.2910193;8.8458221
BW 77060;BW;CookeinMahl;Ufhoferstraße 6;72336 Balingen;;BW 77060;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.2573966;8.9234727
BW 77061;BW;Landmetzgerei Wenk;Stadionstraße 50;72461 Albstadt OT Tailfingen;;BW 77061;;;;;;B, P, C, O;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.2514768;9.000466
BW 77062;BW;Netzer GmbH;Schweitzer Straße 10;72355 Schömberg;;BW 77062;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;48.2112177;8.759754
BW 77063;BW;Metzgerei Homburger Hof GmbH;Schmiedegasse 1;72415 Grosselfingen;;BW 77063;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;48.3303;8.88861
BW 77064;BW;Valeria Föll;Untere Bachstraße 3;72351 Geislingen;;BW 77064;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;48.2881707;8.8116911
BW 77065;BW;Aramark GmbH i. Hs. Schulzentrum Längenfeld;Lisztstraße 30;72336 Balingen;;BW 77065;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;48.2735769;8.8672739
BW 78001;BW;Gastromenü GmbH;Steinbeisstraße 7;89079 Ulm;;BW 78001;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.36838;9.95477
BW 78003;BW;Universitätsklinikum Ulm, Zentralküche;Staudingerstraße 5;89081 Ulm;;BW 78003;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;48.4255481;9.952398
BW 78004;BW;Therese Bunk;Trollingerweg 2;89075 Ulm;;BW 78004;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.4093839;9.9592241
BW 78008;BW;Ulmer Fleisch GmbH, Fleischmarkt Donautal;Steinbeisstraße  15;89079 Ulm;;BW 78008;;;;;;;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.36838;9.95523
BY-EFB 303;BY;Engert GmbH, Fisch- und Feinkostgroßhandel;Bayreuther Straße 6;92224 Amberg;BY-EFB 303, BY-EMV 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;X;;;;;;;49.4500701;11.8546375
BY-EFB 504;BY;Fischgroßhandlung Paulus;Schloßstraße 1;91325 Adelsdorf;BY-EFB 504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;49.68977;10.87426
BY-EFB 505;BY;Fische-Wild-Geflügel GmbH, Franz Bernet;Vordere Ledergasse 2;90403 Nürnberg;BY-EFB 505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;49.4514581;11.0719328
BY-EFB-101;BY;Lachshaus-Riga GmbH & Co. KG;Luitpoldstraße 11;85276 Pfaffenhofen a.d.Ilm;BY-EFB-101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;48.54512;11.50366
BY-EFU 115;BY;Hans Voggenthaler;Tittmoninger Straße 5;83301 Traunreut;BY-EFU 115;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9599751;12.6078478
BY-EFU 118;BY;Intercont Großhandels GmbH;Schleißheimer Straße 87;85748 Garching b.München;BY-EFU 118;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.2482213;11.627627
BY-EFU 204;BY;Kreutzer GH/Kirschnik;Am Industriegleis 1;84030 Ergolding;BY-EFU 204;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.5645826;12.1585272
BY-EFU 503;BY;Deutsche See GmbH & Co. KG;;00000 Nürnberg;BY-EFU 503;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4521018;11.0766654
BY-EFU 705;BY;METRO Cash & Carry Deutschland GmbH & Co. KG;Borsigstraße 8;89231 Neu-Ulm;BY-EFU 705;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3941219;10.0184932
BY-EK 216;BY;Niedermaier Spedition GmbH;Fuhrmannstraße 10;94405 Landau a.d.Isar;BY-EK 216;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.69844;12.6884
BY-EK 607;BY;Aulbach GmbH & Co. KG;Industriestraße 7;63768 Hösbach;BY-EK 607, EZ 683, EV 359;;;X;;;;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.008313;9.2210197
BY-EK 722;BY;Otto Franck Import KG;Stätzlinger Straße 63;86165 Augsburg;BY-EK 722;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3781426;10.9316242
BY-EP 206;BY;Anton Riedel;Walpersdorf 37;84036 Kumhausen;BY-EP 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;48.485982;12.1618234
BY-EP 214;BY;Gruber Landhandel KG;Kugl 50;94436 Simbach;BY-EP 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;48.5907705;12.7114583
BY-EP 218;BY;Rola, Weinbrennerei und Likörfabrik GmbH & Co. KG, Niederhatzkofen;Graf-Preysing-Straße 1;84056 Rottenburg a.d.Laaber;BY-EP 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;48.6982953;12.005066
BY-EP 704;BY;J. G. Bauer GmbH & Co. KG;Lilienthalstraße 12;86343 Königsbrunn;BY-EP 704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;48.24971;10.8718
BY-EP-700;BY;E. Rädler Eiprodukte GmbH;Riedweg 7;89340 Leipheim;BY-EP-700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;48.46015;10.21353
BY-ES 119;BY;Halsbacher Qualitätsfleisch GmbH;Brandl 53;84553 Halsbach;BY-ES 119, BY-EZ 219;;;X;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1209935;12.7112856
BY-ES 124;BY;Metzgerei Boneberger GmbH;Dr.-Manfred-Hirschvogel-Straße 1;86956 Schongau;BY-ES 124, BY-EZ 124, BY-EV 124;;;;;;B, C, O, P, S;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.80501;10.86359
BY-ES 308;BY;Meindl Metzgerei GmbH;Alte Weidinger Straße 2;92539 Schönsee;BY-ES 308, BY-EZ 308, BY-EV 308;;;;;;B, P;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.50418;12.55197
BY-ES 309;BY;Metzgerei und Partyservice Neumüller GbR;Vorstadt 9;95666 Mitterteich;BY-ES 309, BY-EZ 309, BY-EV 309;;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9500256;12.24124
BY-ES 501;BY;Schlacht-Service Lauf GmbH;Schlachthofplatz 11;91207 Lauf a.d.Pegnitz;BY-ES 501, BY-EZ 501, BY-EV 501;;;;;;B, C, O, P, S;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5069244;11.2717582
BY-ES 513;BY;Fränkische Fleisch- und Wurstspezialitäten Friedrich Wörlein GmbH & Co. KG;Solnhofer Weg 3;91788 Pappenheim;BY-ES 513, BY-EZ 513, BY-EV 513;;;;;;B, C, O, P, S;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.92222;11.03196
BY-ES 701;BY;Michael Kleiber GmbH;Terramostraße 12;87700 Memmingen;BY-ES 701;;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0041941;10.1594989
BY-EUZ 107;BY;F.I.A. GmbH;Gewerbering 5;84576 Teising;BY-EUZ 107, BY 142;;;;X;;;;;;;;;;;;;;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;48.2292946;12.6187307
BY-EUZ 302;BY;Wolf GmbH;Am Ahornhof 2;92421 Schwandorf;BY-EUZ 302, EZ 789, EV 789;;;;X;;;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.31489;12.15272
BY EV 11-702 C;BY;Josef Kustermann;Porschestraße 11;87437 Kempten (Allgäu);BY EV 11-702 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;47.754513;10.3209484
BY-EV 103;BY;Südbayerische Fleischwaren GmbH, Betrieb Ingolstadt;Robert-Bosch-Straße 13;85053 Ingolstadt;BY-EV 103;;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.74291;11.46448
BY-EV 116;BY;Metzgerei Obermaier;Geltinger Straße 4a;85652 Pliening;BY-EV 116;;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.19731;11.79832
BY-EV 307;BY;Forster Convenience Food GmbH;Oberer Mühlweg 4;93133 Burglengenfeld;BY-EV 307;;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.2126;12.02297
BY-EV 402;BB;Theodor Luther GmbH;Am Moos 20;96465 Neustadt b.Coburg;BY-EV 402, BY-EV 402;;;;;;B, P;;;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3327358;11.1139933
BY-EV 407;BY;Müllers Fleischwaren GmbH / Wurst Müller - Der WurstMacher GmbH;Jäckstraße 24/26;96052 Bamberg;BY-EV 407;;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.903035;10.8848155
BY-EV 408 C;BY;Ludwig Bierhalter GmbH;Heilbronner Straße 12;74388 Talheim;BY-EV 408 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;49.1006;9.18814
BY-EV 420 C;BY;Hubert Forster Saitlinge - Naturdärme;Thieraufstraße 9;95028 Hof;BY-EV 420 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;50.32332;11.93946
BY-EV 506 C;BY;Darmhandlung Joachim Rupp;Industriestraße 13;91171 Greding;BY-EV 506 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;49.04458;11.34267
BY-EV 508 C;BY;Naturdärme Seidel Kuttlerei und Darmhandel;Ebacher Hauptstraße 13;90542 Eckental;BY-EV 508 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;49.5962822;11.2401198
BY-EV 610;BY;Hiestand Deutschland GmbH;Kolpingstraße 1-3;97447 Gerolzhofen;BY-EV 610;;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.90122;10.34413
BY-EV-115 C;BY;Schinner GmbH;Bogenhauser Straße 2;85635 Höhenkirchen-Siegertsbrunn;BY-EV-115 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;48.0203963;11.7298597
BY-EV-117 C;BY;Nobakht Naturdarm GmbH;Pippinger Straße 39;81245 München;BY-EV-117 C;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;48.1549279;11.457339
BY-EW 301;BY;Weber-Wildbret e. K.;Kothmaißling 1;93413 Cham;BY-EW 301;;;;;;;;;;;;wU, wG, wA, wL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2422328;12.732266
BY-EZ 114;BY;Metzgerei Ludwig Haller GmbH;Straßäcker 5;82418 Murnau a.Staffelsee;BY-EZ 114, BY-EV 114;;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.68745;11.2023
BY-EZ 116;BY;Alfred Birkner GmbH, Groß- und Einzelhandel mit Fleisch und Tierprodukten;Kesselbodenstraße 26;85391 Allershausen;BY-EZ 116;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.429554;11.5731834
BY-EZ 134;BY;Fleischgroßhandel Bauer GmbH;Zenettistraße 10;80337 München;BY-EZ 134;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.123376;11.559441
BY-EZ 135;BY;MRT - Ludwig Leidmann GmbH;Zenettistraße 10;80337 München;BY-EZ 135;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.123376;11.559441
BY-EZ 303;BY;Jura-Fleisch GmbH & Co., Versandschlächterei, Export, Import KG;Nürnberger Straße 2a;92318 Neumarkt i.d.OPf.;BY-EZ 303, BY-EV 303;;;;;;;S, B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2828763;11.4567621
BY-EZ 306;BY;Metzgerei Ludwig Walk GmbH;Breitenfurt B2;92334 Berching;BY-EZ 306, BY-EV 306;;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.1402131;11.4489715
BY-EZ 382;BY;Emil Färber GmbH & Co. KG;Proviantbachstraße 1;86153 Augsburg;BY-EZ 382;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3711201;10.9186591
BY-EZ 602;BY;Würzburger Schlachthof-Interessenvertretungs-Gesellschaft m.b.H.;Otto-Hahn-Straße 5;97080 Würzburg;BY-EZ 602;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.81023;9.88604
BY-EZ 716;BY;Neumeier Fleisch GmbH;Proviantbachstraße 3c;86153 Augsburg;BY-EZ 716;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.37097;10.92182
BY-EZ 717;BY;Wiedemannfleisch GmbH & Co. KG;Proviantbachstraße 3a;86153 Augsburg;BY-EZ 717;;;;;;;S, B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.37024;10.92074
BY-G 702;BY;Bader GmbH & Co. KG;Hans-Bader-Straße 2;89335 Ichenhausen;BY-G 702, BY-G 702;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;;;;48.3788504;10.3094618
BY 103;BY;Molkerei Weihenstephan GmbH & Co. KG;Milchstr. 1;85354 Freising;BY 103, BY 103;;;;;;;;;;;;;;;;;;;;;;;;;;X;B, C, O;;;;;;;;;;;;;;;;;;48.37946;11.73167
BY 00108;BY;BG Käsewerk GmbH;Molkereistraße 5;92521 Schwarzenfeld;;BY 00108;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.3917541;12.1219208
BY 111;BY;MEGGLE GmbH & Co. KG;Megglestr. 6-12;83512 Wasserburg;BY 111, BY 111, BY 111;;;X;;;;;;;;;;;;;;;;;;;;X;;;;B, C, O, S;;;;;;;;;;;;;;;;;;48.05654;12.18615
BY 117;BY;Andechser Molkerei Scheitz GmbH;Biomilchstraße 1;82346 Andechs / Bayern;BY 117;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;47.963919;11.188543
BY 119;BY;Danone GmbH, Werk Rosenheim;Schönfeldstraße 12a;83022 Rosenheim;BY 119;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;47.85601;12.13491
BY 134;BY;A. Saumweber GmbH;Emil-Geis-Straße 3-7;81379 München;BY 134;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;48.10456;11.54401
BY 149;BY;Schönegger Käse-Alm GmbH;Steinwies 20;86984 Prem;BY 149;;;X;X;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;47.6882073;10.8034776
BY 157;BY;Klaus Gschwendter;Rins 2;83139 Söchtenau;BY 157;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;47.9122808;12.2150411
BY 250;BY;Hofmeister Käsewerk GmbH & Co. KG, Werk Pfeffenhausen;Egglhauser Strasse 15;84076 Pfeffenhausen;BY 250;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;48.6624222;11.9573549
BY 261;BY;Goldsteig Käsereien Bayerwald GmbH;Maseringer Straße 9;94104 Tittling;BY 261;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;48.7223324;13.3759082
BY 301;BY;Goldsteig Käsereien Bayerwald GmbH;Siechen 11;93413 Cham;BY 301;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.22824;12.67963
BY 303;BY;Naabtaler Milchwerke Bechtel oHG;Molkereistraße 5;92521 Schwarzenfeld;BY 303;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.3917541;12.1219208
BY 304;BY;Milchhof Tirschenreuth eG;Johannisstraße 11;95643 Tirschenreuth;BY 304;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.8818255;12.3424165
BY 306;BY;Bayernland eG;Donaustaufer Straße 87;93059 Regensburg;BY 306;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;49.0299575;12.1133092
BY 308;BY;Bayernland eG;Amberger Straße 51;95478 Kemnath;BY 308;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.8632045;11.8904844
BY 512;BY;Lehrmolkerei Triesdorf;Steingruber Straße 6;91746 Weidenbach;BY 512;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.20151;10.65342
BY 554;BY;Leonhard Seitz;Haag 5;91468 Gutenstetten;BY 554;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;49.6266449;10.628284
BY 555;BY;Familie Ströbel;Hohenroth 4;90619 Trautskirchen;BY 555;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;49.4740645;10.5909831
BY 561;BY;Milchwerke Ingolstadt-Thalmässing e.G.;Weipenburger Straße 11;91177 Thalmässing;BY 561;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;49.08279;11.2112
BY 562;BY;Milchgroßhandel GmbH;Industriestraße 26;91161 Hilpoltstein;BY 562;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;49.18533;11.18199
BY 563;BY;NUTRICHEM Diät + Pharma GmbH;An der Lände 2;91154 Roth;BY 563;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.24117;11.13898
BY 601;BY;Gervais Danone AG;Gervaisstraße 2;97199 Ochsenfurt;BY 601;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.6779965;10.0324047
BY 602;BY;Bayerische Milchindustrie eG;Louis-Pasteur-Straße 1;97076 Würzburg;BY 602;;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;49.796204;9.997842
BY 603;BY;Milchwerke Oberfranken West e.G., Zweigbetrieb Lendershausen;Hofheimer Straße 1;97461 Hofheim i.UFr.;BY 603;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;50.13382;10.51111
BY 607;BY;SOS-Kinderdorf-Molkerei e.V.;Hohenroth 15;97737 Gemünden;BY 607;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;50.08595;9.66264
BY 611;BY;Brunner;Markt Herrnsheim 10;97348 Willanzheim;BY 611;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.6594809;10.2422305
BY 701;BY;Nestlé Deutschland AG;Füssener Straße 1;87640 Biessenhofen;BY 701;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;47.8325;10.6430642
BY 708;BY;Milchverwertung Ostallgäu eG;Milchwerkstraße 101;87494 Rückholz;BY 708;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;47.6664691;10.5396855
BY 709;BY;Mang-Käsewerk GmbH & Co. KG;Untere Hauptstraße 2;87754 Kammlach;BY 709;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;48.0533;10.41899
BY 714;BY;Edelweiss GmbH & Co. KG;Oberstdorfer Straße 7;87435 Kempten (Allgäu);BY 714;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;47.7038238;10.3124477
BY 718;BY;Molkerei Alois Müller GmbH & Co. KG;Zollerstraße 7;86850 Fischach;BY 718;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;48.3089255;10.6536351
